channel,decision,flagged_trials,trial_fraction,independent_metrics,variance_trials,peak_to_peak_trials,global_correlation_trials,neighbor_correlation_trials,median_std_uv,median_peak_to_peak_uv,median_global_correlation,median_neighbor_correlation
E1,pass,0,0.0,0,0,0,0,0,16.858996766337174,162.36643228760232,0.1403595652243424,0.66304302623874
E2,review,1,0.1,2,1,0,0,1,24.725751726836698,326.2556963805373,0.025046533269863013,0.6654047086243922
E3,pass,0,0.0,0,0,0,0,0,16.093900188973528,201.6589263918596,0.005594444650990897,0.8765781454938737
E4,pass,0,0.0,0,0,0,0,0,12.482383064143367,145.44923738483106,0.023841692827572473,0.9350888851189174
E5,pass,0,0.0,0,0,0,0,0,8.762970694203478,91.02567297443007,-0.00385671682803535,0.8287478669771302
E6,pass,0,0.0,0,0,0,0,0,4.83401272275777,46.69826777717172,-0.03584779912818645,0.727524362030719
E7,review,4,0.4,1,0,0,0,4,3.2717677277966297,31.660678902594434,0.03509524312128402,0.451656783059019
E8,review,3,0.3,2,2,1,0,0,58.71449621484939,591.9607878521698,-0.08369547929142102,0.8846279934094277
E9,pass,0,0.0,0,0,0,0,0,30.37769048992154,315.1359270589171,-0.030875838351973182,0.9467350101038616
E10,pass,0,0.0,0,0,0,0,0,18.868683291434074,186.4499068998837,-0.04028367851114773,0.9514181918087657
E11,pass,0,0.0,0,0,0,0,0,16.07270272225404,160.2891920236483,-0.04286237206705763,0.9428362906284662
E12,pass,0,0.0,0,0,0,0,0,7.697568107863359,80.47526503289853,-0.010176720985438367,0.7946638141141917
E13,pass,0,0.0,0,0,0,0,0,5.305902680775259,56.67996326676118,0.04828578209622617,0.7508920936974521
E14,pass,0,0.0,0,0,0,0,0,39.35911551854064,417.42990119078127,-0.06992709446323056,0.9630843737263337
E15,pass,0,0.0,0,0,0,0,0,26.432038937614877,249.9104890319744,-0.05987827999051393,0.9729996092753402
E16,pass,0,0.0,0,0,0,0,0,22.22624145627868,204.55068309200942,-0.047963091303869776,0.9645590054717892
E17,pass,0,0.0,0,0,0,0,0,34.32554949328396,339.3442866771157,-0.056732460587913085,0.9606874398871612
E18,pass,0,0.0,0,0,0,0,0,18.228369202045272,181.47848382110655,-0.053016182991196356,0.9573450864170856
E19,pass,0,0.0,0,0,0,0,0,11.559729096656495,114.30390472100163,-0.02806343135171562,0.8979484497357335
E20,pass,0,0.0,0,0,0,0,0,7.907699124966382,87.71869405692996,0.047275486103952984,0.8692490995218686
E21,pass,0,0.0,0,0,0,0,0,37.011124549191344,369.8301760839547,-0.07443808369525046,0.967620316687853
E22,pass,0,0.0,0,0,0,0,0,24.901640023182104,246.73686801397355,-0.03552938989890184,0.9376538962009755
E23,pass,0,0.0,0,0,0,0,0,14.717356924340919,151.04792220994747,-0.00033703418155455606,0.9229579253308047
E24,pass,0,0.0,0,0,0,0,0,10.106548229193912,133.9669950723814,0.05880681838643716,0.8595239302590689
E25,review,3,0.3,2,2,1,0,0,65.21981591140681,679.5369798948351,-0.08476831826913828,0.9004106590241578
E26,pass,0,0.0,0,0,0,0,0,22.500588220504728,270.61778905155967,0.024593463643851135,0.734263419838856
E27,pass,1,0.1,1,0,0,0,1,10.418888616919649,144.40301061363994,0.09303847216378462,0.6962795297556356
E28,pass,0,0.0,0,0,0,0,0,8.160932967198324,112.20884516896169,0.10669606758951156,0.7974488806894806
E29,pass,0,0.0,0,0,0,0,0,5.941042566890478,64.4975481507349,0.12540203562968213,0.7759707564095957
E30,pass,0,0.0,0,0,0,0,0,4.771298962789971,54.64318015386412,0.1444441626862749,0.5412281802404473
E31,review,4,0.4,1,0,0,0,4,4.688261992810229,67.37702689300815,0.17309706574770584,0.3507517107677986
E32,pass,0,0.0,0,0,0,0,0,21.09788888931037,200.28699067429778,0.14502492322691532,0.6664285266042139
E33,pass,1,0.1,1,0,0,0,1,11.327957832847071,126.43384571894488,0.2291855706463808,0.666244102739075
E34,pass,1,0.1,1,0,0,0,1,10.856342045552395,125.43488245020089,0.2103301218325208,0.6490362689946878
E35,pass,0,0.0,0,0,0,0,0,7.545021058741597,92.42100198734899,0.2257091927516413,0.7100327707517395
E36,pass,0,0.0,0,0,0,0,0,5.97821046100369,70.0874020646269,0.18218175388070956,0.6437580786950808
E37,pass,0,0.0,0,0,0,0,0,3.913551740418993,35.13382202815611,0.2621292161700646,0.6541766516894474
E38,pass,0,0.0,0,0,0,0,0,11.968522259197204,126.62753962347827,0.26246891659750093,0.7908425668003747
E39,pass,0,0.0,0,0,0,0,0,12.501794013055417,145.68392615441766,0.26510498666941584,0.6600776857919202
E40,pass,0,0.0,0,0,0,0,0,10.376676631891971,136.74960157860966,0.24906266256063075,0.6298232453040222
E41,pass,0,0.0,0,0,0,0,0,6.446141517550268,70.04262109379275,0.258144378209484,0.7792509504504768
E42,review,1,0.1,2,1,1,0,0,5.82614719358288,48.0600312755919,0.28605000306830813,0.8103889175759474
E43,pass,1,0.1,1,0,0,0,1,15.741492409371833,207.17350693528562,0.2245362141830904,0.5971414758621286
E44,pass,0,0.0,0,0,0,0,0,13.042183482260263,161.2953368161497,0.29292549839261384,0.7016732590106458
