strategy,components,median_max_aux_correlation,median_relative_rms_change,median_delta_retention,median_theta_retention,median_alpha_retention,median_beta_retention,median_gamma_retention
no_removal,,0.10246678110068022,2.192221296991216e-15,1.0000000000000013,1.0000000000000018,1.000000000000001,1.0000000000000009,1.0000000000000009
physiological_only,,0.10246678110068022,2.192221296991216e-15,1.0000000000000013,1.0000000000000018,1.000000000000001,1.0000000000000009,1.0000000000000009
all_candidates,4;5;12;14;17;28;29;39;43;59;61,0.06958604813059172,0.22420003630399915,0.9754087445731052,0.9862836447857939,0.9536321598299983,0.8621920948743169,0.7944340691470351
