strategy,components,median_max_aux_correlation,median_relative_rms_change,median_delta_retention,median_theta_retention,median_alpha_retention,median_beta_retention,median_gamma_retention
no_removal,,0.04648957571012252,3.038208523069815e-15,0.9999999999999978,0.9999999999999979,0.9999999999999979,0.9999999999999989,0.9999999999999981
physiological_only,,0.04648957571012252,3.038208523069815e-15,0.9999999999999978,0.9999999999999979,0.9999999999999979,0.9999999999999989,0.9999999999999981
all_candidates,,0.04648957571012252,3.038208523069815e-15,0.9999999999999978,0.9999999999999979,0.9999999999999979,0.9999999999999989,0.9999999999999981
