subject,trial,window_index,start_seconds,end_seconds,samples,status,issues,max_abs_uv,max_peak_to_peak_uv,over_200uv_fraction,flat_channels,variance_outlier_channels,source_path
sub-mit004,1,1,0.0,4.0,1000,review,variance_outliers,449.63748055422764,498.9121386329461,0.0005,0,9,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif
sub-mit004,1,2,2.0,6.0,1000,pass,,484.4064318824601,556.6147218002493,0.0008203125,0,3,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif
sub-mit004,1,3,4.0,8.0,1000,pass,,484.4064318824601,566.5688462258012,0.0008046875,0,2,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif
sub-mit004,1,4,6.0,10.0,1000,review,amplitude_warning,520.9484850128565,596.1117157190837,0.00153125,0,2,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif
sub-mit004,1,5,8.0,12.0,1000,review,amplitude_warning,520.9484850128565,596.1117157190837,0.0015078125,0,2,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif
sub-mit004,1,6,10.0,14.0,1000,review,amplitude_warning,516.2727037746617,591.8415512401187,0.0008515625,0,3,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif
sub-mit004,1,7,12.0,16.0,1000,review,amplitude_warning,589.1601547625136,674.951452458509,0.001171875,0,2,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif
sub-mit004,1,8,14.0,18.0,1000,review,amplitude_warning,589.1601547625136,674.951452458509,0.000640625,0,2,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif
sub-mit004,1,9,16.0,20.0,1000,pass,,455.67401008000246,533.8981767526226,0.00084375,0,5,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif
sub-mit004,1,10,18.0,22.0,1000,pass,,455.67401008000246,533.8981767526226,0.00084375,0,3,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif
sub-mit004,1,11,20.0,24.0,1000,pass,,442.2749012271132,517.5628038690608,0.0009375,0,3,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif
sub-mit004,1,12,22.0,26.0,1000,review,amplitude_warning,442.2749012271132,517.5628038690608,0.001359375,0,3,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif
sub-mit004,1,13,24.0,28.0,1000,pass,,424.1466358920233,501.82070033214563,0.000421875,0,4,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif
sub-mit004,1,14,26.0,30.0,1000,review,variance_outliers,442.0280750558614,519.7021394959837,0.0004765625,0,12,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif
