trial,channel,std_uv,peak_to_peak_uv,global_correlation,neighbor_correlation,flags,flagged
1,E1,32.65625698975786,391.9415124539007,-0.10092445613416529,0.6257538119007384,neighbor_correlation,True
1,E2,31.725884963615048,252.2046319692057,-0.15929085556307002,0.9089188392780838,,False
1,E3,19.051247193158474,142.59339538411388,-0.20377572869692107,0.9599716121502946,,False
1,E4,12.936665776424398,103.15780406777851,-0.20969645343029722,0.9724997984415353,,False
1,E5,8.625879372159421,72.19115807215859,-0.21383255855024705,0.9473518258236322,,False
1,E6,6.244438823164635,50.27203895947817,-0.1782560961809335,0.8345141859356087,,False
1,E7,2.315748618836642,19.271839775307427,-0.11597880055778396,0.5099466464763616,neighbor_correlation,True
1,E8,92.10325867586897,699.3671268332977,-0.24569082625289665,0.939649666990132,variance;peak_to_peak,True
1,E9,35.255768419790904,261.6035943229747,-0.22915204674595707,0.9799000234337425,,False
1,E10,19.92312475382099,153.09161501121025,-0.22065561163296954,0.9801732328301682,,False
1,E11,13.47379438280497,107.61311763729339,-0.21098553910518916,0.9737296841097411,,False
1,E12,7.951919434739055,67.22394399614797,-0.19523115940930896,0.9289291886088356,,False
1,E13,4.75284267347726,43.43728262428183,-0.1434825698234805,0.7771227407799695,,False
1,E14,44.43326830420991,309.74644233462186,-0.2195940218685488,0.9810732919712565,,False
1,E15,30.072221954540225,208.6171814993671,-0.21615879174023822,0.9853608449574454,,False
1,E16,18.367011671577824,141.93014571306367,-0.214563197175304,0.977951756316229,,False
1,E17,29.78707933195487,223.63001908712513,-0.1657222637846278,0.9670955034181441,,False
1,E18,18.88528480909828,143.42661948398296,-0.19038872457234443,0.9790317295793236,,False
1,E19,12.649502181257953,104.41642285537037,-0.19976755327301624,0.9660583774201272,,False
1,E20,9.382849333178363,79.89166244659587,-0.13309419655546256,0.8996793177683857,,False
1,E21,41.58150565951815,295.2478406586454,-0.21212018226332383,0.9789259958307608,,False
1,E22,31.209493030071773,230.3080075631844,-0.19699828946135942,0.9767143734237002,,False
1,E23,18.753897241118178,150.36289779301578,-0.17899038945087975,0.9654763877238306,,False
1,E24,12.194231831039005,99.20495389585508,-0.12589730035533137,0.9524101143080553,,False
1,E25,84.44173156737506,647.9751591868614,-0.2154072557530538,0.9426857288416011,variance;peak_to_peak,True
1,E26,30.936279384799228,266.9505334770265,-0.14251734412377465,0.907766810549278,,False
1,E27,13.025925737655367,113.9933258364406,-0.05622271167749706,0.8885845285600456,,False
1,E28,7.947043367467065,70.81376184216879,0.05975987418046471,0.8775976224193145,,False
1,E29,5.103020808047195,42.76229632591257,0.0843497413922512,0.7662792410263437,,False
1,E30,3.5634548865878894,27.553071918633208,0.15173037937749154,0.5961360397910151,neighbor_correlation,True
1,E31,2.617871785097607,21.202520834451917,0.2930434206565545,0.4842694767429516,neighbor_correlation,True
1,E32,24.601997605671674,249.16976811893522,0.03504136546994198,0.6362045473507361,neighbor_correlation,True
1,E33,13.255238563531869,113.30217043619517,0.1572624338878161,0.7447696816402929,,False
1,E34,9.911666598313516,76.10278639619366,0.1866675524477379,0.7672189260658137,,False
1,E35,6.584521619147903,52.401295702418636,0.22855567742320995,0.7857918134020392,,False
1,E36,5.051319067107725,38.95292005839203,0.24994017197824528,0.8043601193954593,,False
1,E37,4.355020623690523,31.58346501313764,0.3339148303639887,0.7628943675812692,,False
1,E38,14.684977111347099,128.82775441244073,0.2825709255456225,0.8591758548310875,,False
1,E39,10.024666213909011,85.68599781715204,0.35450623850080004,0.8305804367658639,,False
1,E40,7.756308558867321,61.890186490623364,0.32565951664384335,0.8908843692158066,,False
1,E41,6.8153752456714995,54.85350375862981,0.3622251079350887,0.8791619087826301,,False
1,E42,6.340365177769509,48.19259806710261,0.4195697033390386,0.8807605735948584,,False
1,E43,15.16724373414552,131.44866296308697,0.3979818963755455,0.8922872372176449,,False
1,E44,12.737301621455302,114.71918763792775,0.4230799080886664,0.8835280337751186,,False
1,E45,9.909793143099273,91.48549517165557,0.48807855796686017,0.8518746903286971,,False
1,E46,7.894109201854204,63.105269458398794,0.4731085635712615,0.9019763095767281,,False
1,E47,7.338349516742115,55.66116507168613,0.46521136586699147,0.8894758637765301,,False
1,E48,16.673570245393112,158.34692295620917,0.4223501046846538,0.8768064604792225,,False
1,E49,13.863250934593792,129.96492415521254,0.46481265670023436,0.9001157900941804,,False
1,E50,9.536350974063323,85.77097086206486,0.5530598580862908,0.8913106810903862,,False
1,E51,8.316460643333018,68.74533755829721,0.5059283272568699,0.8937967558574632,,False
1,E52,7.185787043861612,57.161173711493845,0.4764216190757658,0.8853435274238404,,False
1,E53,5.890208101626981,43.67180931164541,0.4235726667419154,0.8644157110676435,,False
1,E54,7.200075102873733,87.53102494738533,0.2797665036878933,0.5233663768147674,neighbor_correlation,True
1,E55,3.0272740060466026,23.610311338990535,0.359214315935612,0.4699761840279043,neighbor_correlation,True
1,E56,13.525261503201577,133.6822752892149,0.5152250047479519,0.8778839590332452,,False
1,E57,11.591469739404976,106.62485500038352,0.5322730301225804,0.8818562340521068,,False
1,E58,9.977603748833303,86.71752705299404,0.5649296795870562,0.8715678689581335,,False
1,E59,8.65301490956722,67.04549394569592,0.522964473637055,0.886366576987247,,False
1,E60,7.357563279291627,59.84167736622645,0.48704246170445176,0.9091401260748069,,False
1,E61,6.338787106517669,48.67158387291572,0.44514873284217543,0.8820341506330527,,False
1,E62,7.382200773667763,58.1795989258449,0.4223501046846538,0.9142797058769079,,False
1,E63,12.672114764877735,115.06684808948627,0.5186616677561563,0.8863271158408036,,False
1,E64,11.705575803272813,108.858669602428,0.5607107682289906,0.8955154064947933,,False
1,E65,11.706467685606043,110.46281677885784,0.4853594890902194,0.8588496727805468,,False
1,E66,9.214110741402264,69.93194983780987,0.4926392413409397,0.9285559734251607,,False
1,E67,8.088179646962741,62.979071061425934,0.4620026966013923,0.9351426186438041,,False
1,E68,12.522787463038329,123.10093349175722,0.532132414269946,0.925427543818574,,False
1,E69,11.665734948295666,108.64960221361113,0.5254636479229776,0.8889759848350112,,False
1,E70,11.431318194250265,98.26506444128292,0.5164174598107804,0.9052439404108318,,False
1,E71,9.27590093548892,72.27498931780923,0.46837733317714714,0.9329928036756279,,False
1,E72,8.059319143227857,59.942918715623975,0.43122649737817126,0.9380862272800652,,False
1,E73,13.336395311800997,115.77831354235688,0.5064170263852827,0.8628050646587653,,False
1,E74,11.953834432481248,102.00396722782884,0.5124673859943346,0.892248332241643,,False
1,E75,10.95395577867786,96.3959318201778,0.5323016667697139,0.9204761006934044,,False
1,E76,9.311575991403293,74.6004935022319,0.45847629237296994,0.9317591221517184,,False
1,E77,7.93516094779772,59.62030854482866,0.4290790948492429,0.9359912282027534,,False
1,E78,6.676193443985194,51.916745011357015,0.4349935889043174,0.8907651020374066,,False
1,E79,4.733990527681181,38.403846752522014,0.40084803062169855,0.8000314187284664,,False
1,E80,3.607247676140966,28.764242004368374,0.24015445951887332,0.5719068870493417,neighbor_correlation,True
1,E81,12.516516881479541,111.30298719424398,0.5233602121294552,0.9241494555627483,,False
1,E82,11.398749296114316,102.68437054422465,0.5297835581011558,0.9264590074510609,,False
1,E83,11.757441894526858,96.86624929560462,0.49010510395796153,0.9147394190173319,,False
1,E84,9.662042936645426,74.40376790584828,0.4784159953589694,0.9420821899598828,,False
1,E85,7.802970053862702,60.151066706433255,0.47251032254451697,0.9289256439630341,,False
1,E86,5.938047337668263,47.29603973906875,0.428430788646071,0.8839236872849474,,False
1,E87,4.6536903047975375,38.86931750869661,0.3163667096955163,0.803438351530862,,False
1,E88,12.680345712712462,116.05617705329095,0.5039199089606382,0.920528365716539,,False
1,E89,11.45784127023403,98.0887012180379,0.549177146989558,0.9389790416594697,,False
