channel,decision,flagged_trials,trial_fraction,independent_metrics,variance_trials,peak_to_peak_trials,global_correlation_trials,neighbor_correlation_trials,median_std_uv,median_peak_to_peak_uv,median_global_correlation,median_neighbor_correlation
E1,bad,9,0.8181818181818182,2,0,1,0,9,29.798006317464818,468.09166438877537,0.1077108664090538,0.4643785718557419
E2,review,5,0.45454545454545453,3,3,1,0,2,63.795081146861094,669.0647961660775,0.20012015990829532,0.661704781197631
E3,pass,0,0.0,0,0,0,0,0,15.885419029184892,157.5774193489662,0.20855319134965644,0.8711885309115581
E4,pass,0,0.0,0,0,0,0,0,14.828968169614075,148.20870052853348,0.299440648738918,0.8868556627517661
E5,pass,0,0.0,0,0,0,0,0,9.052175096814295,93.30678585136891,0.25369318529234797,0.8956445510783557
E6,pass,1,0.09090909090909091,1,0,0,1,0,7.166296755409512,59.29345521061603,0.1652194764884953,0.7516715913164645
E7,review,7,0.6363636363636364,1,0,0,0,7,2.8825447462093954,23.08801985403247,0.12881477303378097,0.46422213637364856
E8,review,5,0.45454545454545453,2,5,4,0,0,65.15996888232313,699.3671268332977,0.07105665187175865,0.7882244165501386
E9,review,4,0.36363636363636365,2,4,3,0,0,65.47556188893412,618.4104916678066,0.11843827035516324,0.7045710378239125
E10,pass,0,0.0,0,0,0,0,0,16.037692774231232,164.9519015453933,0.20061547330559387,0.9084061442505478
E11,pass,0,0.0,0,0,0,0,0,10.682826026555276,109.64435412113163,0.12618731074333112,0.88833124290665
E12,pass,0,0.0,0,0,0,0,0,6.975947343582657,67.68555465638188,0.1295895933431808,0.8204771341607607
E13,pass,0,0.0,0,0,0,0,0,4.982159223692569,45.664953381683596,0.12682268170402827,0.704372295114571
E14,pass,0,0.0,0,0,0,0,0,43.456688930632964,406.51882009847714,0.24049708849781193,0.902745718435773
E15,pass,0,0.0,0,0,0,0,0,30.072221954540225,289.33668868947035,0.1983852785688158,0.8893658369722632
E16,pass,0,0.0,0,0,0,0,0,14.50425266358322,151.97388884387587,0.1392858044736961,0.9083933338085945
E17,pass,0,0.0,0,0,0,0,0,36.120755490572556,335.637876764103,0.24801795502771476,0.8317719305783879
E18,pass,0,0.0,0,0,0,0,0,16.656392961468026,196.633059706332,0.1446799591277411,0.9053190929757166
E19,pass,0,0.0,0,0,0,0,0,11.896649369093705,133.5016756293409,0.24316746893972288,0.9119471833573836
E20,pass,0,0.0,0,0,0,0,0,9.70837577960311,97.09883885210992,0.24474443681382196,0.8397329175622632
E21,pass,0,0.0,0,0,0,0,0,32.228606954073044,306.98722649157116,0.12612152870927373,0.9007182195662424
E22,pass,0,0.0,0,0,0,0,0,26.411965805131032,295.0114370793364,0.1483590962653776,0.9131019703670028
E23,pass,0,0.0,0,0,0,0,0,18.640784488634427,208.86609327732933,0.21968422890747624,0.9175858313961268
E24,pass,0,0.0,0,0,0,0,0,11.808184681471818,123.06979090049077,0.2460630955247615,0.9102330987371009
E25,review,5,0.45454545454545453,2,5,3,0,0,66.13789511850702,694.2580630121206,0.06852269328632538,0.8540856260564269
E26,pass,0,0.0,0,0,0,0,0,35.00983476595915,319.1794137626602,0.17435923738886946,0.7511797406836687
E27,pass,0,0.0,0,0,0,0,0,11.961547969854662,119.78929005407856,0.2625080320057962,0.8315332680945429
E28,pass,0,0.0,0,0,0,0,0,8.451553149247866,84.24102060750812,0.23483685325958903,0.82595398795158
E29,pass,0,0.0,0,0,0,0,0,7.628656733351892,89.10057058809701,0.32153183151519127,0.7656697251978337
E30,pass,1,0.09090909090909091,1,0,0,0,1,5.324975515911668,51.740236430233495,0.2986687000026178,0.6175653489299344
E31,pass,2,0.18181818181818182,1,0,0,0,2,3.164208788855706,23.894662099263105,0.23959361243979344,0.5839466850792709
E32,review,6,0.5454545454545454,1,0,0,0,6,21.77068292202732,256.113700836164,0.14726033737693378,0.5927045236867168
E33,pass,1,0.09090909090909091,1,0,0,0,1,17.843666272868727,210.78367602994348,0.42376267905617354,0.7306402131438317
E34,pass,0,0.0,0,0,0,0,0,11.523685373743639,112.0506819792897,0.4313758124092226,0.7401044765396825
E35,pass,0,0.0,0,0,0,0,0,7.156089437767473,59.93046921521233,0.3712911018071302,0.7768492659484929
E36,pass,1,0.09090909090909091,1,0,0,0,1,6.215554834026993,57.24607866594346,0.25456951935186206,0.788580940603849
E37,pass,0,0.0,0,0,0,0,0,4.8165281053634486,41.63439058415874,0.2638154252934921,0.764986560336692
E38,pass,0,0.0,0,0,0,0,0,13.601851114556247,114.00380789948326,0.2500177469560176,0.7215758205931493
E39,pass,2,0.18181818181818182,1,0,0,0,2,16.79036020854873,150.27360664225793,0.4122755876569398,0.7256755612481791
E40,pass,0,0.0,0,0,0,0,0,8.282353421582513,69.85989831876185,0.40696958795960086,0.8177799050155947
E41,pass,0,0.0,0,0,0,0,0,8.711568855758607,102.16514000282197,0.43982096699150486,0.7974754202083449
E42,review,1,0.09090909090909091,2,1,1,0,0,6.771282553165884,56.02602718965426,0.35804920742364404,0.8066949604038209
E43,pass,0,0.0,0,0,0,0,0,13.636622001899687,111.00213260563278,0.33954136379624966,0.8499347470024095
E44,pass,1,0.09090909090909091,1,0,0,1,0,12.737301621455302,114.71918763792775,0.2740376419642933,0.8288583200552304
E45,pass,0,0.0,0,0,0,0,0,10.100935242325123,85.47963109038712,0.4120542728001145,0.8035945948818297
E46,pass,0,0.0,0,0,0,0,0,8.130367813861918,68.53521945553356,0.46535076068293724,0.859139465615359
E47,pass,0,0.0,0,0,0,0,0,8.293649708326274,76.25552457003562,0.4526459527575831,0.8480026782493205
E48,pass,1,0.09090909090909091,1,0,0,0,1,16.40313097103427,158.34692295620917,0.2894397331051608,0.8191773457465046
E49,pass,0,0.0,0,0,0,0,0,12.505132193827935,109.17204086148749,0.37422328394627535,0.8218065048458167
E50,pass,0,0.0,0,0,0,0,0,11.968679759388312,108.28728933316296,0.5050838928007386,0.8391324261259314
E51,pass,0,0.0,0,0,0,0,0,8.707502731038216,75.49177613598142,0.4563660087848065,0.8205948504743121
E52,pass,0,0.0,0,0,0,0,0,7.554916311662315,66.8398625043997,0.36639818874427194,0.8000133807981152
E53,pass,0,0.0,0,0,0,0,0,5.861542389144205,49.33034404024836,0.3041484574334272,0.8100696549837749
E54,pass,1,0.09090909090909091,1,0,0,0,1,4.702494179232515,39.35653375314769,0.2473274418448189,0.7767883519467957
E55,pass,2,0.18181818181818182,1,0,0,0,2,3.4255626987630454,25.11223680396172,0.2254093101246722,0.5994196062596533
E56,review,2,0.18181818181818182,2,0,0,1,1,15.528034875600808,147.47825790632464,0.2933350304192159,0.6920732816430988
E57,pass,0,0.0,0,0,0,0,0,13.069594757326927,123.78373077992661,0.4756170578436741,0.7826102315251862
E58,pass,0,0.0,0,0,0,0,0,13.578392583589292,170.525096606498,0.4802799397301251,0.8180149591244943
E59,pass,0,0.0,0,0,0,0,0,10.400668306939249,111.7804744068799,0.4617828633951635,0.8261433443377157
E60,pass,0,0.0,0,0,0,0,0,7.085971100257174,61.401501001691514,0.38894960601007167,0.7954539251835753
E61,pass,0,0.0,0,0,0,0,0,6.227753037007314,55.82000268567563,0.3155118499022355,0.8375811970083622
E62,pass,1,0.09090909090909091,1,0,0,0,1,6.865207269243976,61.84665842643136,0.36477215230702553,0.8452368473199032
E63,pass,0,0.0,0,0,0,0,0,14.664133216382616,148.97078038071078,0.3591276256810056,0.7708558251107893
E64,pass,0,0.0,0,0,0,0,0,12.026277785789791,118.94912398579805,0.4895123744865556,0.8234163196935363
E65,pass,0,0.0,0,0,0,0,0,13.00875322018163,119.78575860231875,0.4501673905038628,0.8588496727805468
E66,pass,0,0.0,0,0,0,0,0,9.66517862769976,93.33720277148129,0.40538511560772067,0.8866263833385903
E67,pass,0,0.0,0,0,0,0,0,8.56406217994846,86.99813811136545,0.39207171523945705,0.8782298902755288
E68,pass,0,0.0,0,0,0,0,0,12.754125249369011,138.0721239502055,0.43238331367596483,0.8840311292242483
E69,pass,0,0.0,0,0,0,0,0,12.749012409054208,129.49001008237025,0.4861379789378576,0.8424595423640564
E70,pass,0,0.0,0,0,0,0,0,13.274833309120776,122.00808911658987,0.4317755029697495,0.8736425741279096
E71,pass,0,0.0,0,0,0,0,0,9.456197598169048,89.59389661382254,0.39571226786358904,0.8808621960285816
E72,pass,0,0.0,0,0,0,0,0,7.619286629158518,66.582382338995,0.37745233725619787,0.8542026289722005
E73,pass,1,0.09090909090909091,1,0,0,0,1,13.336395311800997,126.35209235404,0.36549733565268927,0.8380696801377914
E74,pass,0,0.0,0,0,0,0,0,13.621288140988977,140.642732692779,0.48901761673116173,0.8661083220003767
E75,pass,0,0.0,0,0,0,0,0,11.210451081429765,117.93887540590279,0.4455873405668824,0.8551721296501464
E76,pass,0,0.0,0,0,0,0,0,14.07520202241813,180.07105912251586,0.3842222021098896,0.8131538315729856
E77,pass,0,0.0,0,0,0,0,0,9.21122140291162,92.86236773426248,0.3703828730779792,0.8524294084888251
E78,pass,0,0.0,0,0,0,0,0,6.559740672551423,53.35768121638421,0.35298787436240514,0.8207559737981085
E79,pass,0,0.0,0,0,0,0,0,4.827245448912617,39.23781448254745,0.2849080526688835,0.7388947689026308
E80,pass,2,0.18181818181818182,1,0,0,0,2,3.8201807381287454,30.124474708841227,0.25861412796856736,0.6447129784160195
E81,pass,0,0.0,0,0,0,0,0,12.516516881479541,111.39908639128114,0.3600260914933488,0.8867096488949777
E82,pass,0,0.0,0,0,0,0,0,13.724296472628444,165.21496509031678,0.4860864071745861,0.8553626046544947
E83,pass,0,0.0,0,0,0,0,0,16.473498126592503,198.43916906830432,0.4044337089573571,0.869643115050459
E84,pass,0,0.0,0,0,0,0,0,11.688291457305178,132.21885714314004,0.41675400745119073,0.8835506175934207
E85,pass,0,0.0,0,0,0,0,0,8.444524700420772,72.11404579944804,0.41101627859982665,0.8945722322825604
E86,pass,0,0.0,0,0,0,0,0,6.201685329266863,51.3642278694017,0.35842376849167873,0.8033158477752462
E87,pass,0,0.0,0,0,0,0,0,5.137383069497269,39.69222314938318,0.30233645200749465,0.7690337232617099
E88,pass,0,0.0,0,0,0,0,0,12.680345712712462,123.54315964035422,0.4216035279960446,0.7861366595400754
E89,pass,0,0.0,0,0,0,0,0,15.522995901227747,171.9138707572317,0.464909866774481,0.8616503530838602
E90,pass,0,0.0,0,0,0,0,0,18.462144944020856,188.884025195993,0.39323877221955833,0.8615941001441723
E91,pass,0,0.0,0,0,0,0,0,9.246895479005955,84.27332124258677,0.4402039693838568,0.8387995530141903
E92,pass,0,0.0,0,0,0,0,0,10.104376427112687,103.68933914866135,0.40824809533383993,0.8027902162926799
E93,pass,0,0.0,0,0,0,0,0,6.679467079281737,58.22988694585524,0.3921401870927977,0.8228606951334595
E94,pass,0,0.0,0,0,0,0,0,12.704805699265679,138.5951571795564,0.3592397909483555,0.7795603281765879
E95,pass,0,0.0,0,0,0,0,0,15.479278842476756,169.8178250779981,0.47486897631113073,0.8413133725290802
E96,pass,0,0.0,0,0,0,0,0,24.762103704791965,266.43191111380133,0.3986699273307315,0.7595596240395468
E97,pass,0,0.0,0,0,0,0,0,8.299310652696073,73.95951390396951,0.49161849582582623,0.8119640679841678
E98,pass,0,0.0,0,0,0,0,0,7.418459452849014,66.00251222722298,0.44929039063405174,0.854787782200394
E99,pass,0,0.0,0,0,0,0,0,13.60978161448325,144.4065401832471,0.4363200451579831,0.7614400715785523
E100,pass,0,0.0,0,0,0,0,0,11.264863030277215,111.12830353440108,0.5007962158689414,0.7859593118492925
E101,pass,0,0.0,0,0,0,0,0,15.245017738453003,149.42012873274538,0.4475890173214471,0.7923790468221115
E102,pass,0,0.0,0,0,0,0,0,8.345470893705702,73.92742629834771,0.46333324733572007,0.8212609237713338
E103,pass,0,0.0,0,0,0,0,0,8.935323906785506,95.50254458464394,0.4534342633550654,0.8163068941545295
E104,pass,0,0.0,0,0,0,0,0,6.658585147349898,59.95890323204296,0.37662207394639363,0.8184003817611909
E105,pass,0,0.0,0,0,0,0,0,4.7706225162322315,38.68282588009862,0.28917162799883533,0.7308789428706266
E106,review,4,0.36363636363636365,2,0,0,1,4,4.307924425553932,36.56331738001518,0.22103898144208947,0.571523071313939
E107,pass,0,0.0,0,0,0,0,0,13.236349570168796,121.58508447495893,0.419838591774528,0.7920321152220511
E108,pass,0,0.0,0,0,0,0,0,11.588707080106055,113.19049216759261,0.4726269300003386,0.7305580142747241
E109,pass,0,0.0,0,0,0,0,0,11.56891193317662,101.21620696858632,0.41935327944448214,0.7702146514463903
E110,pass,0,0.0,0,0,0,0,0,11.437621432412717,106.83627728478558,0.40896816312366596,0.813609401628761
E111,pass,0,0.0,0,0,0,0,0,6.441652749034224,52.8178174886512,0.39771059277673854,0.8447966482997613
E112,pass,0,0.0,0,0,0,0,0,6.497112966018408,57.76228243385224,0.24553523627853302,0.847470798560586
E113,pass,0,0.0,0,0,0,0,0,12.399713527535626,114.39920889997705,0.4528713995692046,0.8489707280221174
E114,pass,0,0.0,0,0,0,0,0,13.35397248241904,112.48461411240564,0.3991328687590042,0.8069294596185266
E115,review,5,0.45454545454545453,2,1,0,0,4,33.73447646740931,376.52741341144673,0.32984594125436534,0.5407730358994145
E116,pass,0,0.0,0,0,0,0,0,8.981614248120884,81.3913698521217,0.4009498534337794,0.7297546994788748
E117,pass,0,0.0,0,0,0,0,0,9.036035348721953,81.34450080972194,0.3740592076210229,0.9082176535409068
E118,pass,0,0.0,0,0,0,0,0,9.397215245624638,90.4036130855813,0.3135735898373262,0.9149397535087923
E119,pass,0,0.0,0,0,0,0,0,14.340139362031877,137.4186425538632,0.3439182179910069,0.8183329241956194
E120,pass,0,0.0,0,0,0,0,0,13.177265856409463,108.30420055484711,0.3850287115003453,0.8774636466272612
