configuration,channel,median_trial_std_uv,median_trial_peak_to_peak_uv,median_channel_correlation,line_noise_ratio_50hz,median_edge_to_middle_rms_ratio,suspect,suspect_reasons
raw,E105,132.63488956514476,468.27828600666726,-0.721676979110867,46936.099416761,1.0028806448447531,True,low_correlation
raw,E106,121.62739703004641,466.68308506758194,0.8111121537103999,53551.75634080442,1.007003641434202,False,
raw,E107,287.4885236854717,1512.9509445637323,0.603022169024323,17622.752193738248,1.0753583022698723,True,variance_outlier
raw,E108,178.650991772679,938.3765204453612,0.29265861216152894,7377.925557439081,1.0321774228243783,True,low_correlation
raw,E109,127.9088890045455,701.2021764421643,0.47308944412387033,7021.328449742075,1.0347841241123972,False,
raw,E110,85.8496883016513,395.482493614526,0.43818311151201034,7296.284728625676,1.0209366614816406,True,variance_outlier
raw,E111,32.070076686508116,199.98507573410097,0.26951604770523185,2034.2277154297083,0.9831752132173446,True,variance_outlier;low_correlation
raw,E112,159.4499488991974,593.8838681604857,0.863495031776417,54848.19884837951,1.0106163360510307,False,
raw,E113,202.260866656992,835.3289746227147,0.7729568802756632,20853.047416935475,1.034828356262803,False,
raw,E114,185.00587603622827,843.1506521563988,0.8106309196934561,20099.87540752705,1.0126666302094618,False,
raw,E115,176.94692818169992,920.7103671254808,0.29807709456832465,6580.4563132311,1.078206834527977,True,low_correlation
raw,E116,143.6485314626179,756.060358264258,0.5357289656502482,5350.311722310584,1.0279405266434891,False,
raw,E117,128.85002510402043,664.5247077715885,0.635358466648939,10047.224089427025,1.0112008752780672,False,
raw,E118,162.8447619961114,598.9359138467771,0.8499155424465791,42433.97717388483,1.0051914456667477,False,
raw,E119,230.0682428664924,1189.6409048462065,0.559669534472097,16461.938170007867,1.1342476318924666,False,
raw,E120,182.56080285350652,771.2910898860364,0.8083731819507003,21945.49895976967,1.0142892935711199,False,
raw,E121,178.07818698301944,761.2558127584107,0.8204333140245306,19755.266798142038,1.0166949881069556,False,
raw,E122,176.378330120746,725.8749924937874,0.7887939148010296,18252.447811623006,1.0024595232392859,False,
raw,E123,168.72741842929778,798.1810796254031,0.6315717021462764,19135.037007073857,1.014640617794658,False,
raw,E124,169.50427011464984,637.0425909818987,0.8159267388538836,32780.50713858031,1.006149271012131,False,
raw,E125,172.8085300344317,785.1366432048926,0.8114044894167697,16234.542906408333,1.034548735756997,False,
raw,E126,220.02422862990426,1189.3411994424478,0.5159564450496285,10138.244481578944,1.0603348502444283,False,
raw,E127,224.41076247961144,1028.1503946950243,0.20189756031250447,7228.039391802049,1.0458838667092578,True,low_correlation
raw,E128,214.7307532155599,906.0434837397661,0.6927183203366007,14000.815353855563,1.0239411242944232,False,
bandpass_0p5_45,E1,82.59931607753107,373.27101596856113,0.9632037374495703,11619.217530612956,1.0050064007420854,False,
