channel,mean_uv,global_std_uv,global_peak_to_peak_uv,sampled_local_std_uv,sampled_local_peak_to_peak_uv,flat_fraction,nonfinite_values,median_channel_correlation,line_noise_ratio_50hz,high_frequency_ratio_35_45_to_8_30,robust_z_log_std,robust_z_log_peak_to_peak,robust_z_log_line_noise,robust_z_log_high_frequency,robust_z_median_correlation,suspect,suspect_reasons
E94,-35634.74201742882,54108.06576705207,663607.4062499999,237.1826480629705,920.1031355059417,0.0007817958756187981,0,0.9918002667694621,25095.09760777997,0.1008774124847271,1.2647585831374668,0.9604197732054947,0.04987611100614239,-0.44464712416652125,0.3810431292335674,False,
E95,-37234.2315748661,53183.90933545039,663594.3125,203.17092118082888,767.8108241961463,0.0008277838683022568,0,0.9931679810034254,25754.307986068517,0.05360631033943453,-0.047893399516460995,0.17303318346353722,0.08540401823578073,-1.5699611260690052,0.6951952801228831,False,
E96,-36689.19155216988,53413.18983094406,665721.59375,194.08947205959979,677.7486106103415,0.0008055316137780027,0,0.992986536077793,19881.73304590078,0.07605353218607237,-0.4356972725459991,-0.3699010520703556,-0.2691989142892189,-0.9474090871869048,0.6535189472750448,False,
E97,-35434.605487186425,53223.02038236295,663499.59375,201.8731147731728,689.5692551985476,0.000755093170189693,0,0.993284362470561,20419.908221335063,0.11832391304759782,-0.10223916933743796,-0.29465907749342213,-0.23260289197703887,-0.16071992722559628,0.7219270983027241,False,
E98,-34463.442324054675,53751.03628742658,663276.09375,184.03590381362704,619.5112793623127,0.0007788289083488976,0,0.9917839076401249,23776.628694053437,0.10769974394675104,-0.8867666676604455,-0.7608717178525685,-0.024071602477553713,-0.32816928924704836,0.37728557846723726,False,
E99,-37269.798030842714,52392.25707345291,665109.78125,267.5809782282227,1373.9698110496158,0.000860420508271163,0,0.9916025175414113,19862.785614735665,0.1038869967126193,2.2874488489856404,2.705291967059704,-0.2705053266119667,-0.39232256602721965,0.3356218388892754,False,
E100,-43313.92720741673,48911.63876635078,665955.90625,203.5946203813138,769.9096647533997,0.0008277838683022568,0,0.979926542672916,20546.012071139445,0.08831895565517155,-0.0302260975165376,0.1849121869471323,-0.22416732767230857,-0.6812852976386107,-2.3462487796815985,False,
E101,-38026.94911231837,51857.37187461868,663442.46875,209.63967927825502,711.6260152801478,0.0007906967774284997,0,0.9937636733161647,17713.070314091445,0.10482682013694937,0.21791102585888852,-0.15764770239058035,-0.42745256963504585,-0.3762930553720021,0.8320206612355646,False,
E102,-35805.44623666275,53097.721042768244,662503.5625,178.20130948925132,596.9257337714407,0.000802564646508102,0,0.9934424812775646,20720.152116837,0.10722064338299413,-1.1599862036754671,-0.9224818427112198,-0.2126031629481447,-0.33610474822532277,0.7582456230959582,False,
E103,-114539.63554828717,94329.80532340414,664187.78125,3762.1753406254584,11246.898867804926,0.0008470691555566104,0,0.24152589186601697,57109.53785547564,0.17585940774842462,24.704477006049654,11.854017749211984,1.1765719980097,0.5445759922160078,-171.95050302280893,True,variance_outlier;peak_to_peak_outlier;low_correlation
E104,-35129.12836403459,53318.93764077543,661034.3125,126.81300888951722,444.33408442074506,0.0007877298101585992,0,0.9900102766670292,9126.532546152745,0.16362921569947958,-4.045088374351825,-2.2071399637966773,-1.3360411703356587,0.4162784605936935,-0.03010214277283109,True,variance_outlier
E105,-35102.137151695475,52867.79791818864,655384.3125,227.1577319951137,682.8527625779664,0.00020768770889303934,0,0.985951102686133,68377.95820303465,0.19293472892099683,0.8985163956593728,-0.33725186126747425,1.4233128949619758,0.7095128675562969,-0.962459359848279,False,
E106,-33581.184031107034,53349.32170104278,370858.09375,145.31977812123378,465.0491640841252,0.00014538139622512753,0,0.9906127196804254,66783.60253603329,0.12990986378764463,-2.8898351462272704,-2.0088537657029892,1.3909863496177088,0.0055480922087200145,0.1082738159961465,False,
E107,-39448.06188720613,51574.270392027414,660497.9375,263.64436477106165,1169.0619831175218,0.0012001382606747775,0,0.9887981344861559,15247.723585498792,0.21216786912026558,2.161756592312627,2.0024996632400205,-0.6328047596131913,0.87864809221529,-0.30852073625456256,False,
E108,-42902.7030450782,49191.03354727479,661221.21875,224.29407563973766,862.1648809527724,0.0007995976792382015,0,0.9789551295621566,5918.376822217745,0.3087673224764574,0.7909263936299376,0.6773958531097976,-1.9294978212048557,1.5464795902682877,-2.5693739841790633,False,
E109,-39427.157441731426,51124.91015855335,661413.5625,127.99917060418571,545.289389411103,0.000802564646508102,0,0.993188732931485,6394.64044130202,0.20779146513261787,-3.9661326825073675,-1.3161963272665367,-1.823448770748231,0.8415502924664786,0.6999618188289527,True,variance_outlier
E110,-35762.37816433599,53133.418527282,661850.3125,84.20975940374338,375.9818839025693,0.0008099820646828535,0,0.9920602862428216,6526.2546391504275,0.1831423625838648,-7.517069923317298,-2.9340106539638118,-1.7955341133892984,0.6168018784174076,0.44076735729273886,True,variance_outlier
E111,-36428.664486483365,52639.72787104646,660494.3125,38.176891935332705,201.11431751349937,0.0010072853881312408,0,0.9918395598405755,1548.3182646759449,0.21844159693422988,-14.225906644904143,-5.656657255563321,-3.7667603867371673,0.9305155660119064,0.39006840841747115,True,variance_outlier
E112,-37518.50163523066,51253.72836402658,416122.4296875,190.99761399477114,625.0571578987492,0.000142414428955227,0,0.9927433235648475,68860.67229841762,0.11918209671566246,-0.5718814064644727,-0.7220895449244766,1.4329516853289759,-0.14785729665816338,0.5976551329140544,False,
E113,-38553.62858171089,52168.571372258506,660500.90625,242.73330534921058,876.5937960830051,0.0012891472787717943,0,0.9929743920841407,22388.458825428013,0.11079783941735911,1.4609387860407266,0.7496199352347221,-0.10649813583371251,-0.27769159251315845,0.650729576782657,False,
E114,-42630.170691116604,50338.04580215608,661044.78125,219.40239864522502,743.3348359279134,0.0016822704420336187,0,0.9851050200042014,24295.91545759868,0.11641195477366062,0.6039245115174945,0.03205575526418922,0.005531292043206496,-0.18971544201279592,-1.1567972469292458,False,
E115,-38193.21740146375,51944.055516379274,662618.125,221.60671854581176,950.6472419692791,0.0008366847701119586,0,0.9887378266829772,9078.361080126879,0.21049031662798431,0.6887033099184847,1.1025308309814414,-1.34329237011485,0.8645190937209973,-0.32237291795565054,False,
E116,-38844.89342184816,51393.85664217259,662735.375,168.6982703908942,702.1934394528107,0.0008040481301430523,0,0.9931997930845043,6172.132835673706,0.30284563254728925,-1.6247411298718286,-0.21571351240627815,-1.87197467198767,1.5120124840387463,0.7025022404856885,False,
E117,-41032.198657305504,50150.89112110655,661188.53125,166.7921181962675,566.4292815070667,0.0007936637446984004,0,0.9916780548297891,14244.568873506252,0.2734474133120578,-1.7211104401375898,-1.1506811156630046,-0.726051593765625,1.3302613812002244,0.3529721018513557,False,
E118,-39835.71221626115,50722.04601629246,664012.1875,199.16272985751482,654.7280112974977,0.000755093170189693,0,0.9933699843217405,52392.64313690989,0.13793777274543173,-0.2168725179715836,-0.5202768468706603,1.0584558205480765,0.1122732927594274,0.7415936982716635,False,
E119,-35555.68968361588,55088.483243796174,663793.40625,263.57774958710627,1280.3233470182058,0.002116931147074051,0,0.9922961648317764,18498.43672147025,0.11588294683367655,2.159613523077024,2.398106628439986,-0.3680095354168048,-0.19782216862814617,0.4949466326331414,False,
E120,-33583.385306506745,55595.513607369925,661829.25,225.95893217136398,812.8019663287214,0.0016481503184297623,0,0.9916695039436983,25650.143678373683,0.11362924098616001,0.8536424522565047,0.4208304732363315,0.07985104047227294,-0.23277864927388134,0.351008037143456,False,
E121,-41280.127657464895,50414.1128182195,660763.90625,215.92987055137445,759.4939135559061,0.0011853034243252745,0,0.9902061917117936,24100.544196681352,0.12814404692602283,0.46862672071462624,0.12563973366285755,-0.005531292043206496,-0.01881117712899178,0.01489785150663767,False,
E122,-41222.130867334774,50115.124750378964,660502.4999999999,220.57239453897236,755.3997313989621,0.0009227268209390748,0,0.9900386984860492,21511.88921106578,0.13446622895347538,0.6490284173677754,0.1021183011287196,-0.1612228263646562,0.06690473826040205,-0.02357389633392772,False,
E123,-43580.880328542706,48765.67985541121,662837.0,204.17015957994118,804.2423984278867,0.0008930571482400691,0,0.9808755988895581,21680.79187273627,0.18371783988861598,-0.006286211894291323,0.37476116874581805,-0.15050675286856036,0.6223859402674864,-2.1282587607366117,False,
E124,-43779.591552937374,48535.39650361978,662463.0,202.3664341667569,683.7519665644149,0.0007625105883644445,0,0.9795496448005552,41640.11608393032,0.15710966803929918,-0.08154032061620824,-0.33152531122432227,0.7437228745294976,0.3439102325464269,-2.432818966879738,False,
E125,-39071.726292383355,51285.655025214124,660503.09375,223.01660443561994,897.902304705719,0.0008396517373818591,0,0.9927901087790381,24761.015543886755,0.13328077012925096,0.7424868972670244,0.8541344417901746,0.03151291025260092,0.051143622314015716,0.6084012926766735,False,
E126,-40153.1167305978,50823.93063161261,661674.90625,239.68674816968138,1059.6579749889943,0.0008886066973352183,0,0.9854906175931738,12562.637014881415,0.31163331824292356,1.3538247605104596,1.5749322259424137,-0.8982126156419095,1.5629243927111607,-1.0682288099375614,False,
E127,-36500.238645716025,52734.824646515,661131.28125,270.3055048546226,1716.9836918214423,0.0006156457085043667,0,0.9704256684646102,11297.887605741918,0.3751465096480636,2.3733622134051413,3.675107862725129,-1.0436040655343453,1.8930744541728035,-4.5285175561197,True,peak_to_peak_outlier;low_correlation
E128,-34157.60095056682,54174.05739242646,662521.03125,253.19466274263468,1157.691550426675,0.0009064085009546217,0,0.9921893851426895,16901.171571502684,0.20597920510942577,1.8187800788645563,1.9599684511297868,-0.4917411517303928,0.8259588660687831,0.47042025997067644,False,
