subject,trial,stimulus,status,issues,samples,duration_seconds,channels,max_abs_uv,extreme_over_200uv_fraction,flat_channels,variance_outlier_channels,residual_50hz_ratio,max_abs_ecg_correlation,interpolated_channels,ica_removed,output_path
sub-mit003,1,neutral_1.mp4,pass,,15124,60.496,128,456.73485956393733,0.00012759108040201006,0,2,0.5529467777207936,0.15642556215920286,E50;E103,11,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif
sub-mit003,2,12.m4v,review,amplitude_warning,15125,60.5,128,601.178908477732,0.003027376033057851,0,0,0.6245551380031542,0.0676310706588317,E50;E103,11,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif
sub-mit003,3,8.m4v,review,amplitude_warning,15125,60.5,128,875.3460503538905,0.0008202479338842976,0,5,0.5252881776432308,0.14322801285654352,E50;E103,11,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif
sub-mit003,4,4.mp4,pass,,15125,60.5,128,479.6380708523039,0.000547004132231405,0,0,0.7652355674138482,0.1979205906196344,E50;E103,11,data/processed/sub-mit003/trials/sub-mit003_trial-04_eeg.fif
sub-mit003,5,15.mp4,pass,,15128,60.512,128,476.8819300742216,0.0004332818283976732,0,0,0.7052245218163825,0.29550095237272633,E50;E103,11,data/processed/sub-mit003/trials/sub-mit003_trial-05_eeg.fif
sub-mit003,6,17.mp4,review,amplitude_warning,15124,60.496,128,641.948887344501,0.0010202120801375298,0,4,0.5136433336213343,0.09954330100953077,E50;E103,11,data/processed/sub-mit003/trials/sub-mit003_trial-06_eeg.fif
sub-mit003,7,16.mp4,review,amplitude_warning,15124,60.496,128,571.5596766336728,0.00033215005950806663,0,4,0.5093578139259719,0.1429920145826891,E50;E103,11,data/processed/sub-mit003/trials/sub-mit003_trial-07_eeg.fif
sub-mit003,8,neutral_2.mp4,review,amplitude_warning,15124,60.496,128,536.2443273263135,0.000793957451732346,0,3,0.6836226822634572,0.10793131912554899,E50;E103,11,data/processed/sub-mit003/trials/sub-mit003_trial-08_eeg.fif
sub-mit003,9,7.mp4,reject,extreme_amplitude;amplitude_warning,15125,60.5,128,1180.6799304430144,0.0010826446280991736,0,4,0.709323119422143,0.13374276267839508,E50;E103,11,data/processed/sub-mit003/trials/sub-mit003_trial-09_eeg.fif
sub-mit003,10,2.m4v,reject,extreme_amplitude;variance_outliers;amplitude_warning,15124,60.496,128,1719.4050479777072,0.0023916870536895003,0,8,0.4775690776281202,0.09073931542774866,E50;E103,11,data/processed/sub-mit003/trials/sub-mit003_trial-10_eeg.fif
sub-mit003,11,24.mp4,reject,extreme_amplitude;variance_outliers;amplitude_warning,15125,60.5,128,3216.9314647196256,0.0036482438016528927,0,8,0.5303708268290829,0.10476132559781982,E50;E103,11,data/processed/sub-mit003/trials/sub-mit003_trial-11_eeg.fif
