component,ecg_correlation,emg_correlation,emg2_correlation,low_frequency_fraction,high_frequency_fraction,kurtosis,proposed_artifact,reasons
0,-0.00042779748424019444,-0.011322210992496367,0.00016721930561672282,0.01624826978928512,0.8844725676385216,592.9730023837143,True,high_frequency_power_with_kurtosis
1,-0.0023142943367645825,-0.0019861910997615345,-0.0004686119099614529,0.7743805180919459,0.003365418316079685,57.05092676713197,False,
2,-0.1412805802633504,0.05964971209705497,-0.19499261202010887,0.06893492186958047,0.7043077044462313,14.457789065527791,False,
3,-0.0023924537900996776,-0.0008815601079722277,-0.0013502542775926717,0.7645881174198645,0.0242280391235649,211.1732408966706,False,
4,0.06325676193490144,-0.013308838618354768,0.07021833253033963,0.0814981882368061,0.712746882503519,177.0676077737961,True,high_frequency_power_with_kurtosis
5,0.0018341773091971353,-0.0013206716051933117,0.003341248268927855,0.3423675800719515,0.45115295741102124,26.018713415001912,True,high_frequency_power_with_kurtosis
6,-0.008765347547084955,-0.013771466808200778,0.000976577193139682,0.21306724702405072,0.5674814747000592,92.00993962123516,True,high_frequency_power_with_kurtosis
7,-0.005644232209363424,-0.000837754706985069,-0.0040647795300360005,0.9160264734485256,0.014363660824119997,39.04900255259133,False,
8,-0.0012391075345208448,0.003998184133028976,-0.003995658053623743,0.05462911566816069,0.8648911637868884,22.36999436679707,True,high_frequency_power_with_kurtosis
9,0.011339390746642239,0.02698307617614055,-0.008930010090747833,0.303708176026132,0.3817992728586033,33.9283686269279,False,
10,-0.001055554522321459,-0.0006801342023270144,-0.0012045545578288986,0.7988378911240923,0.07957522947128597,750.997531146708,False,
11,-0.013671253746492196,0.009337841305231196,0.005072342483228043,0.2574724550898974,0.0794359347982729,8.4537225912308,False,
12,-2.9343006622247106e-05,0.002423865221338515,-0.0006049005424809816,0.7577678866414996,0.024089136781525043,2542.6268973309875,False,
13,-0.008545064481620521,-0.005390441523431168,-0.003007492657913995,0.6889756297971644,0.034457014894074614,30.357898493656403,False,
14,0.0013382622762215723,-0.0015018235281311835,0.0011689053989292191,0.5261156376434172,0.058740642315121466,0.5108167355575364,False,
15,-0.0023893792061467733,0.0019239540918277033,-0.005101072172326215,0.2950634515933569,0.5376163668524923,23.843543466357307,True,high_frequency_power_with_kurtosis
16,-0.0006051595987144275,0.0006767167664766012,0.0007017527746389379,0.19337084388560827,0.5602802314221542,20.105014210232156,True,high_frequency_power_with_kurtosis
17,0.000731324301425216,-0.0021750299156322165,0.004592934972601355,0.3679361410072887,0.4087260119759233,56.13292575537277,True,high_frequency_power_with_kurtosis
18,-0.0025625983879288107,0.0001870434532038412,-0.0032846541796214923,0.8941864922875905,0.02130352836683983,1.5563366076741767,False,
19,-0.01920389990309602,-0.026987538958106072,0.0021520692244808848,0.41969662899419025,0.07424326460999192,2.0256461563606445,False,
20,0.003641425580211383,-0.0011994592144429275,0.005399839716149195,0.5902636631303138,0.08229301632369221,3.1090360933111425,False,
21,0.00022771866239166972,-0.0013187973775466177,0.00323826567755201,0.6124033770243678,0.23338301467793784,48.939152406290525,False,
22,-0.002327299272761544,-0.01280299990296341,0.006325217068923814,0.16001230862716317,0.516401567490121,20.05508750152394,True,high_frequency_power_with_kurtosis
23,0.00859673067316323,0.012806058424348003,-0.0028192691027390717,0.6485621756704278,0.061230701208030675,26.3250308626805,False,
24,-0.005292057959853239,0.004667027568043819,-0.011323318929883822,0.11931723305804423,0.6542768603629613,59.51825939798123,True,high_frequency_power_with_kurtosis
25,0.007691857065395143,-0.0013999623012257774,0.008726963403003454,0.5005025542613025,0.10700392909221682,8.316367696129987,False,
26,0.0013944520316343815,0.006174075013103803,-0.004157027779581834,0.7321099999188774,0.10955431786387036,47.17692788396057,False,
27,-0.010917312230601469,-0.0007059005308377686,-0.006916700003969955,0.3841124955239593,0.22619856711020447,35.34805315545941,False,
28,-0.008447466978210303,0.0013815549634597665,-0.008876846847873989,0.5498185191401422,0.18864755977029057,95.52660473225299,False,
29,0.002009930642351132,0.00016685763547625763,0.0013948569129981273,0.7909522183333124,0.03959354350752448,6.938153623359793,False,
30,0.008015182453731558,-0.011285909817936316,0.014031234681621685,0.3304644244398152,0.529645820288784,245.0880762726931,True,high_frequency_power_with_kurtosis
31,0.007820393276761324,0.007307389780215574,0.002011854874840211,0.6966652250928748,0.12792021394285788,39.92158709047181,False,
32,-0.01582608164454573,-0.03431531808200605,0.008425461720951623,0.3768745565062102,0.2912917036086519,16.6616510520983,False,
33,0.007358926381101405,-0.0033478211733657314,0.009728577030984733,0.3547431486319134,0.22708275113878174,2.858044187971048,False,
34,0.001457106871971781,0.002731847315213279,-0.0007284228196393698,0.5185242495856105,0.2423342917831448,219.95269871491504,False,
35,-0.008390288660578277,0.0018287012065869147,-0.010169929605848541,0.7826741140347976,0.06115596497739738,18.263805432087327,False,
36,-0.002599372440730084,-0.0082897750008968,0.0029191308336064255,0.5103424612883225,0.23315283179276028,36.72594316524512,False,
