channel,decision,flagged_trials,trial_fraction,independent_metrics,variance_trials,peak_to_peak_trials,global_correlation_trials,neighbor_correlation_trials,median_std_uv,median_peak_to_peak_uv,median_global_correlation,median_neighbor_correlation
E1,bad,8,0.7272727272727273,3,3,7,0,1,71.90826594882286,1072.4525224895654,-0.0817045376152127,0.13829392112383054
E2,pass,0,0.0,0,0,0,0,0,22.810552654301674,377.47282671725276,0.005714107842151277,0.6672538074293873
E3,pass,0,0.0,0,0,0,0,0,14.993618319643312,199.3317910188162,-0.03392156289346098,0.739713179222071
E4,pass,0,0.0,0,0,0,0,0,9.00309498232398,123.10650202296245,-0.1272952068915594,0.6669704647748596
E5,pass,0,0.0,0,0,0,0,0,5.960407476961927,82.28702684603604,-0.20975227388845932,0.6369402431792833
E6,pass,1,0.09090909090909091,1,0,0,1,0,5.510744384569306,72.03687114511723,-0.2935395729321784,0.5973801966464277
E7,pass,2,0.18181818181818182,1,0,0,2,0,4.66220571965567,70.28541538415618,-0.22213901513493278,0.665692622675319
E8,pass,2,0.18181818181818182,1,0,2,0,0,47.31533873804389,814.5929153161908,-0.10665177904548379,0.8461145525294049
E9,pass,0,0.0,0,0,0,0,0,22.686354099282383,343.82893853126893,-0.014464439973676921,0.8474108629118264
E10,pass,0,0.0,0,0,0,0,0,21.4795227995495,316.9031659618589,-0.004719184398733634,0.47399182626429237
E11,pass,2,0.18181818181818182,1,0,0,2,0,12.96600189064479,158.4375137455334,-0.3310512291377273,0.322511185607275
E12,pass,1,0.09090909090909091,1,0,0,0,1,7.023162830677371,74.44070788983421,0.07859786259334603,0.22729681227580756
E13,review,5,0.45454545454545453,2,0,0,1,5,5.477034783746625,92.02415480153371,-0.23471465528127974,-0.06647428092064939
E14,pass,0,0.0,0,0,0,0,0,28.231213853386826,379.77110733520146,-0.027216895401996764,0.9523757097260608
E15,review,2,0.18181818181818182,2,0,0,2,1,13.339754118537668,192.62309696191105,-0.33843577032307043,0.23595042569672017
E16,review,2,0.18181818181818182,2,0,0,2,1,13.03525184890406,171.03590811986754,-0.33548456711857133,0.1254263339553138
E17,pass,0,0.0,0,0,0,0,0,24.373480210020958,314.3910440515906,0.02326638483499248,0.9298566422990572
E18,pass,0,0.0,0,0,0,0,0,16.14267524628888,217.9424952225828,0.07375674926729903,0.5165647167986746
E19,pass,0,0.0,0,0,0,0,0,13.613113636012285,184.70779938379528,0.1258179049164783,0.7799654385682411
E20,pass,0,0.0,0,0,0,0,0,9.599767158526701,142.34279489585884,0.3147009853279036,0.6590500723965922
E21,pass,0,0.0,0,0,0,0,0,27.009695221395873,374.57552164900756,-0.013054381905894566,0.9252500574618132
E22,pass,0,0.0,0,0,0,0,0,21.506533779847757,281.47601766205383,0.03139802172929623,0.856578218909819
E23,pass,0,0.0,0,0,0,0,0,15.032477454253511,205.81722540202992,0.14051163287470708,0.8530771343466199
E24,pass,0,0.0,0,0,0,0,0,11.48076085996883,151.01425362674448,0.2570237912642269,0.7673061540977342
E25,bad,9,0.8181818181818182,2,5,9,0,0,82.88654061408612,1269.8612337438449,-0.09762418125977876,0.7333078388759046
E26,pass,0,0.0,0,0,0,0,0,17.641983931215613,229.93014328528875,0.22096974100332728,0.6556291347372959
E27,pass,0,0.0,0,0,0,0,0,16.5016196245954,210.43778662894687,0.2230776210915746,0.7398389929268834
E28,pass,0,0.0,0,0,0,0,0,11.785583592752461,150.72652644393636,0.26237879429032634,0.685982911164523
E29,pass,0,0.0,0,0,0,0,0,8.8378876491774,134.25518099092875,0.23091229813872824,0.6878969927139393
E30,pass,0,0.0,0,0,0,0,0,6.395378610020407,69.22172153956146,0.18866246096723868,0.5423918941392368
E31,pass,0,0.0,0,0,0,0,0,4.991508547525126,65.4037128551248,-0.02528139891779657,0.3303330248915398
E32,review,5,0.45454545454545453,3,3,3,0,2,53.34783105395294,722.398385536816,-0.0008648810164653132,0.12423208691516446
E33,pass,0,0.0,0,0,0,0,0,17.724773367854002,190.45279484894135,0.27892514887193276,0.6155285766612681
