trial,strategy,components,max_aux_correlation,relative_rms_change,delta_retention,theta_retention,alpha_retention,beta_retention,gamma_retention
1,no_removal,,0.13436442640108048,2.46809014974935e-15,0.9999999999999979,0.9999999999999991,1.0000000000000007,0.9999999999999978,1.0000000000000016
1,physiological_only,,0.13436442640108048,2.46809014974935e-15,0.9999999999999979,0.9999999999999991,1.0000000000000007,0.9999999999999978,1.0000000000000016
1,all_candidates,0;4;5;6;8;15;16;17;22;24;30;43,0.18843092233252434,0.4770400217801147,0.9507458804238282,0.9463191722174413,0.8976623143293612,0.9013015367575041,0.7548026756205455
2,no_removal,,0.23966933658244077,2.6292585577179417e-15,0.9999999999999996,0.9999999999999982,0.9999999999999987,0.9999999999999997,1.000000000000002
2,physiological_only,,0.23966933658244077,2.6292585577179417e-15,0.9999999999999996,0.9999999999999982,0.9999999999999987,0.9999999999999997,1.000000000000002
2,all_candidates,0;4;5;6;8;15;16;17;22;24;30;43,0.2107441740610185,0.48456710793195223,0.9699516143855862,0.9839584211806548,0.9605978261583278,0.9156871073023416,0.8300882422038642
3,no_removal,,0.12553368501244405,2.648862848186519e-15,0.9999999999999996,0.9999999999999994,0.9999999999999997,0.9999999999999992,1.0000000000000016
3,physiological_only,,0.12553368501244405,2.648862848186519e-15,0.9999999999999996,0.9999999999999994,0.9999999999999997,0.9999999999999992,1.0000000000000016
3,all_candidates,0;4;5;6;8;15;16;17;22;24;30;43,0.11507407971833539,0.596934497033614,0.9653800196948789,0.9667479194751291,0.9794514187146588,0.830602712916645,0.6757475954313144
4,no_removal,,0.20853655387335585,2.5466438021115842e-15,0.9999999999999992,0.9999999999999987,0.9999999999999969,0.9999999999999976,1.0000000000000002
4,physiological_only,,0.20853655387335585,2.5466438021115842e-15,0.9999999999999992,0.9999999999999987,0.9999999999999969,0.9999999999999976,1.0000000000000002
4,all_candidates,0;4;5;6;8;15;16;17;22;24;30;43,0.2816279915369433,0.5664328251272885,0.969625285488758,0.9724161142514479,0.9121477711497961,0.8496029239973262,0.7572735936917165
5,no_removal,,0.2977287524789428,2.3715844476896814e-15,0.9999999999999987,0.9999999999999997,0.9999999999999976,0.999999999999997,1.0000000000000002
5,physiological_only,,0.2977287524789428,2.3715844476896814e-15,0.9999999999999987,0.9999999999999997,0.9999999999999976,0.999999999999997,1.0000000000000002
5,all_candidates,0;4;5;6;8;15;16;17;22;24;30;43,0.24562394985121394,0.3570525343231798,0.9948534661920366,0.9592313714406762,0.9877676120124048,0.9682910880066039,0.9117448682666944
6,no_removal,,0.1716577671468652,2.5292809964584845e-15,0.9999999999999972,0.9999999999999993,0.9999999999999997,0.9999999999999981,1.0000000000000022
6,physiological_only,,0.1716577671468652,2.5292809964584845e-15,0.9999999999999972,0.9999999999999993,0.9999999999999997,0.9999999999999981,1.0000000000000022
6,all_candidates,0;4;5;6;8;15;16;17;22;24;30;43,0.19795241630721333,0.34065971563321873,1.0377384800957519,0.9857678812996158,0.9805442980920414,1.0123921482228129,0.8577814798273065
7,no_removal,,0.18615314245581235,2.174484040816039e-15,0.9999999999999972,0.9999999999999947,0.9999999999999992,0.9999999999999987,0.9999999999999981
7,physiological_only,,0.18615314245581235,2.174484040816039e-15,0.9999999999999972,0.9999999999999947,0.9999999999999992,0.9999999999999987,0.9999999999999981
7,all_candidates,0;4;5;6;8;15;16;17;22;24;30;43,0.16711756531701413,0.6532911876741302,1.027390065528168,0.9485544615819453,0.9309379276994908,0.9206784264936911,0.7512903185191208
8,no_removal,,0.1907988403245849,2.2477800459735916e-15,0.9999999999999982,0.9999999999999998,0.9999999999999976,0.999999999999999,1.0000000000000013
8,physiological_only,,0.1907988403245849,2.2477800459735916e-15,0.9999999999999982,0.9999999999999998,0.9999999999999976,0.999999999999999,1.0000000000000013
8,all_candidates,0;4;5;6;8;15;16;17;22;24;30;43,0.16474514088525616,0.808418564302397,0.992038293716098,0.9281307327104182,0.9727438602671242,0.8907441885538979,0.7443368455828733
9,no_removal,,0.15400007416919745,2.0789595689514625e-15,0.9999999999999966,0.9999999999999997,0.9999999999999988,1.0000000000000004,1.0000000000000007
9,physiological_only,,0.15400007416919745,2.0789595689514625e-15,0.9999999999999966,0.9999999999999997,0.9999999999999988,1.0000000000000004,1.0000000000000007
9,all_candidates,0;4;5;6;8;15;16;17;22;24;30;43,0.13578893262155725,0.8107274120409029,1.0183684042498904,0.9300953818733663,0.9502919693725572,1.002607138386398,0.7871726191245603
10,no_removal,,0.24074082776600736,2.13417253197541e-15,0.9999999999999997,0.9999999999999989,0.999999999999999,1.0000000000000033,0.9999999999999993
10,physiological_only,,0.24074082776600736,2.13417253197541e-15,0.9999999999999997,0.9999999999999989,0.999999999999999,1.0000000000000033,0.9999999999999993
10,all_candidates,0;4;5;6;8;15;16;17;22;24;30;43,0.2588453838060324,0.8203492177901872,0.9935101140636609,0.9800135161774842,0.989726576511397,1.0505482316409926,1.0043708239738904
11,no_removal,,0.17638712114559804,2.2643785402678394e-15,0.9999999999999988,0.9999999999999984,0.9999999999999979,1.0000000000000016,0.9999999999999998
11,physiological_only,,0.17638712114559804,2.2643785402678394e-15,0.9999999999999988,0.9999999999999984,0.9999999999999979,1.0000000000000016,0.9999999999999998
11,all_candidates,0;4;5;6;8;15;16;17;22;24;30;43,0.18438085792639763,0.35503402944844253,0.9895678703257577,0.9539556907769307,0.940252503024148,0.9847669872296951,0.8753069701861284
