channel,decision,flagged_trials,trial_fraction,independent_metrics,variance_trials,peak_to_peak_trials,global_correlation_trials,neighbor_correlation_trials,median_std_uv,median_peak_to_peak_uv,median_global_correlation,median_neighbor_correlation
E1,pass,0,0.0,0,0,0,0,0,14.763042135689014,147.76762834312018,0.26284377798276337,0.730851687814702
E2,pass,0,0.0,0,0,0,0,0,14.868581673915488,179.0772658641716,0.2276124993975097,0.7376088827058984
E3,pass,0,0.0,0,0,0,0,0,14.776731139544351,176.00156598791995,0.21378268173453072,0.7460054152795215
E4,pass,0,0.0,0,0,0,0,0,7.967658199027198,95.70157848181674,0.20645394126565222,0.8084932170319115
E5,pass,0,0.0,0,0,0,0,0,5.670036553700748,63.883219468467026,0.17825234415686056,0.8186174566291649
E6,pass,0,0.0,0,0,0,0,0,4.703049926589519,45.725031354047076,0.15265429211515752,0.7009830135480489
E7,review,5,0.45454545454545453,1,0,0,0,5,2.9199125702819826,23.536089403607264,0.12351065190936401,0.4136616712927147
E8,review,4,0.36363636363636365,2,2,4,0,0,33.01420066293111,488.82081844860005,0.055323429076090454,0.8291652662417155
E9,pass,0,0.0,0,0,0,0,0,17.06503582860032,245.13055031717164,0.1362444896143556,0.838506181491538
E10,pass,0,0.0,0,0,0,0,0,14.44335814144556,174.86453482529765,0.16831536022346463,0.7954057290039933
E11,pass,0,0.0,0,0,0,0,0,8.507875606851846,113.65815878769021,0.15255130837422756,0.8844561416745634
E12,pass,0,0.0,0,0,0,0,0,6.339792198788448,70.49675534666638,0.18201939740242384,0.798916332278597
E13,pass,0,0.0,0,0,0,0,0,4.417675970735214,39.919926734270575,0.18813083449682388,0.6931710835422142
E14,pass,0,0.0,0,0,0,0,0,22.011222316074598,323.27191472140595,0.09458079321555211,0.9054193746491478
E15,pass,0,0.0,0,0,0,0,0,20.31142993049424,257.3488826184095,0.14459716054729496,0.8643137720573111
E16,pass,0,0.0,0,0,0,0,0,11.15697253442816,150.32191035580894,0.13869085760001265,0.8819095315925825
E17,pass,0,0.0,0,0,0,0,0,21.502225580577953,301.9784670160259,0.12329891761705675,0.9304905886646708
E18,pass,0,0.0,0,0,0,0,0,11.463155658231393,155.91539146228808,0.1829216239955606,0.8771011209624429
E19,pass,0,0.0,0,0,0,0,0,8.969166853527254,116.69040253153634,0.16978131493119478,0.8255551641627963
E20,pass,0,0.0,0,0,0,0,0,6.918390048664505,75.42335441299079,0.23624002724384854,0.7814969241083493
E21,pass,0,0.0,0,0,0,0,0,24.528495901750066,357.71118833936725,0.04421143194015398,0.9339481618212255
E22,pass,0,0.0,0,0,0,0,0,20.742599826414843,298.0517864966114,0.07731185837905907,0.8919792919102044
E23,pass,0,0.0,0,0,0,0,0,15.253882313894378,185.4237668253254,0.15807979410656467,0.8168187941957761
E24,pass,0,0.0,0,0,0,0,0,11.208434295661712,118.20680173539773,0.22184266810306938,0.7303494744954202
E25,review,5,0.45454545454545453,3,4,5,1,0,35.063241922778126,547.1285049171299,0.018050494660787102,0.8860132766640502
E26,pass,0,0.0,0,0,0,0,0,18.000531363760473,233.63465313174413,0.1674534723242389,0.8043421188151723
E27,pass,0,0.0,0,0,0,0,0,12.921879859198183,130.8996926983391,0.24083012890982847,0.7305038750593413
E28,pass,0,0.0,0,0,0,0,0,7.639632224318608,75.82297415111914,0.27923929989008106,0.7824287760189634
E29,pass,0,0.0,0,0,0,0,0,6.458355464961897,61.57076825279378,0.299369704950596,0.7422716345564326
