trial,strategy,components,max_aux_correlation,relative_rms_change,delta_retention,theta_retention,alpha_retention,beta_retention,gamma_retention
1,no_removal,,0.08561209566970863,2.630955587139286e-15,0.9999999999999992,0.9999999999999991,1.000000000000001,0.9999999999999986,0.9999999999999994
1,physiological_only,,0.08561209566970863,2.630955587139286e-15,0.9999999999999992,0.9999999999999991,1.000000000000001,0.9999999999999986,0.9999999999999994
1,all_candidates,8;10;12;15,0.07134879593496211,0.12503957787674805,0.9873315380351243,0.9876375305854782,0.9993108540287012,0.9970612848339071,0.953595039653078
2,no_removal,,0.06512943360350805,2.7295941654321967e-15,0.999999999999999,0.9999999999999986,0.9999999999999986,1.0000000000000004,0.9999999999999994
2,physiological_only,,0.06512943360350805,2.7295941654321967e-15,0.999999999999999,0.9999999999999986,0.9999999999999986,1.0000000000000004,0.9999999999999994
2,all_candidates,8;10;12;15,0.07039587504789689,0.2655987080275812,1.005698089631805,0.9977381932402624,0.9964436732763815,0.9379071091799136,0.8209284863808541
3,no_removal,,0.06788685108716917,2.7479116942257387e-15,0.9999999999999987,1.0000000000000016,0.9999999999999992,0.9999999999999981,0.9999999999999984
3,physiological_only,,0.06788685108716917,2.7479116942257387e-15,0.9999999999999987,1.0000000000000016,0.9999999999999992,0.9999999999999981,0.9999999999999984
3,all_candidates,8;10;12;15,0.07449799223639753,0.12831080167120992,0.9923057329368618,0.992606583762562,0.9867659080128639,0.9774535518582939,0.9454780134134814
4,no_removal,,0.08407967218921704,2.2132837267369416e-15,0.9999999999999996,0.9999999999999969,0.9999999999999998,0.9999999999999997,0.9999999999999989
4,physiological_only,,0.08407967218921704,2.2132837267369416e-15,0.9999999999999996,0.9999999999999969,0.9999999999999998,0.9999999999999997,0.9999999999999989
4,all_candidates,8;10;12;15,0.08417459815638205,0.18038672248840573,1.0080740730114879,0.9946362837624695,0.9958789129021388,0.961956518227707,0.8771226059629075
5,no_removal,,0.1028901022605486,2.4485342203412975e-15,0.9999999999999994,0.9999999999999989,0.9999999999999997,0.9999999999999992,1.0000000000000004
5,physiological_only,,0.1028901022605486,2.4485342203412975e-15,0.9999999999999994,0.9999999999999989,0.9999999999999997,0.9999999999999992,1.0000000000000004
5,all_candidates,8;10;12;15,0.10223992659269594,0.18305959450186826,1.0014993286478948,0.9927618060865813,0.984131598845062,0.9692783167862694,0.9438012738218422
6,no_removal,,0.07644000307475764,2.1376800219665715e-15,0.9999999999999989,0.9999999999999992,0.9999999999999994,0.9999999999999994,0.9999999999999992
6,physiological_only,,0.07644000307475764,2.1376800219665715e-15,0.9999999999999989,0.9999999999999992,0.9999999999999994,0.9999999999999994,0.9999999999999992
6,all_candidates,8;10;12;15,0.08211744994445383,0.27598294479278673,0.9883065138382011,0.9563125092364597,0.9685763327995444,0.9779630307882544,0.8754933082656314
7,no_removal,,0.07067193467899074,2.194717340381027e-15,0.9999999999999999,0.9999999999999992,0.9999999999999991,0.9999999999999982,0.9999999999999971
7,physiological_only,,0.07067193467899074,2.194717340381027e-15,0.9999999999999999,0.9999999999999992,0.9999999999999991,0.9999999999999982,0.9999999999999971
7,all_candidates,8;10;12;15,0.0741750051508486,0.22980498569035368,1.0017208045602064,0.9938255522999324,1.000314276849059,0.9702050872984105,0.9163077352542845
8,no_removal,,0.09373210683926154,2.2117054177026144e-15,0.9999999999999982,1.0,1.0,1.0,0.9999999999999997
8,physiological_only,,0.09373210683926154,2.2117054177026144e-15,0.9999999999999982,1.0,1.0,1.0,0.9999999999999997
8,all_candidates,8;10;12;15,0.09623554648702518,0.11918172414116049,0.9976512246010049,0.9767955306555159,1.000925410581465,0.9927497777147234,0.9577263765209517
9,no_removal,,0.0973634727437743,2.2344474321085525e-15,0.9999999999999983,1.0,0.9999999999999987,1.0000000000000004,0.9999999999999993
9,physiological_only,,0.0973634727437743,2.2344474321085525e-15,0.9999999999999983,1.0,0.9999999999999987,1.0000000000000004,0.9999999999999993
9,all_candidates,8;10;12;15,0.09832665180693712,0.15966749196572833,0.9965622386151857,0.9723248894261309,0.9771395413949114,0.9822769608057927,0.9494145727651371
10,no_removal,,0.12658355576223498,2.5799539606638558e-15,0.9999999999999999,0.9999999999999988,0.9999999999999991,0.9999999999999989,0.9999999999999989
10,physiological_only,,0.12658355576223498,2.5799539606638558e-15,0.9999999999999999,0.9999999999999988,0.9999999999999991,0.9999999999999989,0.9999999999999989
10,all_candidates,8;10;12;15,0.1272319855327112,0.2601998703276891,1.0039528639894948,0.9966265847569906,0.9873919246694286,0.9651512792296385,0.9475007365808917
11,no_removal,,0.10621858232142783,2.176628309953322e-15,1.0000000000000002,0.9999999999999989,0.9999999999999993,0.9999999999999996,0.9999999999999984
11,physiological_only,,0.10621858232142783,2.176628309953322e-15,1.0000000000000002,0.9999999999999989,0.9999999999999993,0.9999999999999996,0.9999999999999984
11,all_candidates,8;10;12;15,0.106423517300758,0.36259111569824315,0.9933523562990365,0.9971599773374084,0.9710661697084205,0.9749696175684476,0.946341632490992
