subject,trial,window_index,start_seconds,end_seconds,samples,status,issues,max_abs_uv,max_peak_to_peak_uv,over_200uv_fraction,flat_channels,variance_outlier_channels,source_path
sub-mit121,1,1,0.0,4.0,1000,pass,,76.7962186781785,135.8956371691035,0.0,0,5,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,2,2.0,6.0,1000,pass,,64.90122969453859,102.90701649433515,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,3,4.0,8.0,1000,pass,,61.54735168176608,118.27188080490782,0.0,0,5,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,4,6.0,10.0,1000,pass,,408.15811054176544,483.37977478055996,0.00078125,0,5,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,5,8.0,12.0,1000,pass,,408.15811054176544,483.37977478055996,0.00078125,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,6,10.0,14.0,1000,pass,,60.35691436787711,90.05965019376382,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,7,12.0,16.0,1000,pass,,69.09985334116465,113.83347291816452,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,8,14.0,18.0,1000,pass,,77.02939586264837,113.83347291816452,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,9,16.0,20.0,1000,pass,,77.02939586264837,112.72468919904009,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,10,18.0,22.0,1000,review,variance_outliers,396.27212424364967,449.69609337756594,0.000625,0,7,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,11,20.0,24.0,1000,review,variance_outliers,396.27212424364967,450.6149700231952,0.000625,0,7,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,12,22.0,26.0,1000,pass,,60.179107514077984,111.3422467281652,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,13,24.0,28.0,1000,pass,,55.45252595252513,94.85367178810539,0.0,0,0,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,14,26.0,30.0,1000,review,variance_outliers,113.33384675975798,154.15880927265164,0.0,0,6,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,15,28.0,32.0,1000,review,variance_outliers,140.65307581676012,248.73638853215724,0.0,0,8,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,16,30.0,34.0,1000,pass,,140.65307581676012,214.15515845589223,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,17,32.0,36.0,1000,pass,,110.31838961405097,193.51106976289637,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,18,34.0,38.0,1000,pass,,110.31838961405097,193.51106976289637,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,19,36.0,40.0,1000,pass,,110.40892000933022,166.19119983675523,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,20,38.0,42.0,1000,pass,,110.40892000933022,191.5065073900277,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,21,40.0,44.0,1000,pass,,109.83518191263423,191.5065073900277,0.0,0,0,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,22,42.0,46.0,1000,pass,,128.3936459160716,226.22776737316576,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,23,44.0,48.0,1000,pass,,367.0208730967989,444.7442081666796,0.000515625,0,0,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,24,46.0,50.0,1000,pass,,367.0208730967989,444.7442081666796,0.000515625,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,25,48.0,52.0,1000,pass,,83.80535867513056,109.34062548688091,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,26,50.0,54.0,1000,pass,,71.59767895741683,121.71354263093527,0.0,0,0,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,27,52.0,56.0,1000,pass,,67.54777509801295,117.64915818074763,0.0,0,0,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,28,54.0,58.0,1000,pass,,67.54777509801295,115.06868333374709,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,1,29,56.0,60.0,1000,pass,,62.04516204427876,119.72811477950268,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif
sub-mit121,2,1,0.0,4.0,1000,pass,,384.74938867703867,445.7651127051177,0.00053125,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,2,2.0,6.0,1000,review,variance_outliers,384.74938867703867,427.80977904073376,0.00053125,0,6,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,3,4.0,8.0,1000,pass,,169.34283404510668,324.65115274478774,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,4,6.0,10.0,1000,pass,,212.6229242678662,254.68243343901992,5.46875e-05,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,5,8.0,12.0,1000,pass,,212.6229242678662,335.8327170476117,5.46875e-05,0,5,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,6,10.0,14.0,1000,pass,,124.99753538997797,248.01150450078427,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,7,12.0,16.0,1000,pass,,130.3692928837398,257.7692177940195,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,8,14.0,18.0,1000,review,variance_outliers,130.3692928837398,257.7692177940195,0.0,0,10,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,9,16.0,20.0,1000,pass,,95.81149267802111,186.92890120041318,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,10,18.0,22.0,1000,pass,,94.94397711624653,186.92890120041318,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,11,20.0,24.0,1000,pass,,86.70403267904258,171.59679369517772,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,12,22.0,26.0,1000,pass,,115.81905335748735,218.55416051998114,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,13,24.0,28.0,1000,pass,,115.81905335748735,218.55416051998114,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,14,26.0,30.0,1000,pass,,93.98232245558854,179.38557388791529,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,15,28.0,32.0,1000,pass,,93.98232245558854,179.38557388791529,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,16,30.0,34.0,1000,pass,,48.144008514922675,79.1592138199176,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,17,32.0,36.0,1000,pass,,79.12166575482684,151.4966960896756,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,18,34.0,38.0,1000,pass,,84.891402983912,164.82257801403878,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,19,36.0,40.0,1000,pass,,93.31027198121109,183.47578383852598,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,20,38.0,42.0,1000,pass,,93.31027198121109,183.47578383852598,0.0,0,5,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,21,40.0,44.0,1000,pass,,78.69429759184334,146.88389550317726,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,22,42.0,46.0,1000,pass,,62.12131484560016,117.96414536256955,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
sub-mit121,2,23,44.0,48.0,1000,review,variance_outliers,421.44866836953815,478.31722138757993,0.000859375,0,6,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif
