trial,channel,std_uv,peak_to_peak_uv,global_correlation,neighbor_correlation,flags,flagged
1,E1,35.622521365302745,442.11420376920023,0.21731251104653182,0.45155794339683625,peak_to_peak;neighbor_correlation,True
1,E2,29.960920388051818,335.7253889304919,0.24194440576379933,0.9365991855514175,,False
1,E3,24.6804838397187,294.3235676816563,0.3088940511200354,0.9771416816393497,,False
1,E4,22.151990871732142,278.09466658761113,0.3382305681913733,0.9830868467722463,,False
1,E5,17.644532253795404,261.6330723569894,0.42324447841325685,0.9529547482450264,,False
1,E6,12.73003668916416,254.6210800638181,0.6161402073427011,0.9458805464930924,,False
1,E7,11.36968794129032,247.63653926553403,0.6019099584090215,0.8867984497738498,,False
1,E8,70.83792819298453,576.5553028374982,0.05349360596187134,0.9672070570529168,peak_to_peak,True
1,E9,38.70709730125101,383.58131287753883,0.1871717100773418,0.9912527189484893,,False
1,E10,28.491977409739537,309.8529394287933,0.2722679393843702,0.9910250437259847,,False
1,E11,26.342305464117683,273.01441626122653,0.226898246957708,0.982816160537578,,False
1,E12,16.31015865005527,253.84078161138382,0.4696703122175867,0.9495275663710363,,False
1,E13,11.202005667581913,223.33719231350963,0.6156715837647097,0.9300355863060397,,False
1,E14,49.81892885282755,453.72448101160967,0.13154483618780383,0.9926614016139708,peak_to_peak,True
1,E15,32.91320727325,325.19230298253115,0.19226285624272182,0.9896205055879924,,False
1,E16,28.75683038980179,292.11514411693014,0.21552999218755317,0.992242928282953,,False
1,E17,50.20233153980457,448.46482242130736,0.12277298957907685,0.9901031288080483,peak_to_peak,True
1,E18,27.879664289511553,299.9022513900984,0.2682513565849301,0.9857918637562741,,False
1,E19,20.747241355238057,269.9614385817233,0.36386917203010233,0.9737605076741396,,False
1,E20,12.34669768820191,238.8300363810065,0.6276697720288672,0.9366620678484866,,False
1,E21,56.450204162200926,495.8502074175253,0.09851993035104274,0.9867946692239794,peak_to_peak,True
1,E22,38.58799774052524,373.24383078596725,0.18322358038255446,0.9717229509942265,,False
1,E23,22.255082624307878,279.2130344363402,0.34867843456781783,0.9563947720625674,,False
1,E24,12.449233471499818,232.03681078859526,0.6062718155578012,0.9287935269952277,,False
1,E25,72.90025195698495,635.7234170624931,0.058335848514471364,0.9458962065319682,peak_to_peak,True
1,E26,24.76037915570723,286.3782815493036,0.3000650684831429,0.896946711125844,,False
1,E27,13.418250376392095,245.22324107557534,0.584507948663482,0.8818665705711636,,False
1,E28,10.004710206345198,208.04595495280915,0.6061648104507361,0.9312124802050297,,False
1,E29,10.016337020875826,216.30347590229624,0.613271774300703,0.9272481726130699,,False
1,E30,9.92593710156744,227.91987529674094,0.6434475482159615,0.9145139376379365,,False
1,E31,3.307801601028601,86.45311139393709,0.5474453274452431,0.8000532059946426,,False
1,E32,19.69164134350538,250.29795592044337,0.40651716552981243,0.502445073736742,neighbor_correlation,True
1,E33,19.106939625574004,255.31340108197634,0.41620727711650735,0.5777324242982425,,False
1,E34,11.353524867729774,231.8120565184757,0.6262466148164785,0.8503289646127936,,False
1,E35,10.02918017273919,226.27787442294814,0.6629791658949975,0.920875407178211,,False
1,E36,9.671176250632728,226.65504955793506,0.647414371018048,0.9197762133391966,,False
1,E37,5.3647963635886855,141.0633912811373,0.6121344926572003,0.871152949683274,,False
1,E38,24.772556117563507,331.21002927577956,0.38402150093186044,0.4776247798885813,neighbor_correlation,True
1,E39,13.451935821458996,260.8187181679664,0.6084616382197373,0.7883859128348849,,False
1,E40,11.376515482404692,229.74361660358952,0.5964588583433169,0.8740270221203317,,False
1,E41,12.172899735112463,206.81661182223831,0.4588578438413259,0.7099571704206433,,False
1,E42,8.00669954551754,163.06299675101323,0.5531717823866044,0.8472450758717636,,False
1,E43,17.55742093781501,250.58015052811731,0.4748606710222187,0.6996560060352064,,False
1,E44,14.335018568606396,264.30493098335666,0.6030567287021674,0.6676507492939955,,False
1,E45,12.226313546488417,260.12712022032173,0.6671018813353174,0.8971169759715318,,False
1,E46,10.719331886992656,244.20749541942405,0.6765855160817073,0.9452562983189833,,False
1,E47,10.153645715979927,241.35177976800853,0.6841942230013665,0.913157906980306,,False
1,E48,20.06043113693541,240.83321770530733,0.39899678540710365,0.7295902762278754,,False
1,E49,36.55064914112322,297.9466140284934,0.1609140397005207,0.17139052839597751,neighbor_correlation,True
1,E50,11.779286577740221,244.57916630751345,0.6461245618531578,0.9336520951772265,,False
1,E51,10.807884061802186,253.74060578749064,0.677860032888376,0.9478536465139478,,False
1,E52,10.110787600557323,237.52333023744274,0.687611750934122,0.8871499296326524,,False
1,E53,6.4182707706704765,137.50814103625973,0.5566496964182543,0.8312538827029526,,False
1,E54,7.125393672285862,165.38424067325218,0.598337931837946,0.43395558474888396,neighbor_correlation,True
1,E55,31.266632189677658,807.2393681527553,-0.581770566535339,-0.7961147408008084,peak_to_peak;global_correlation;neighbor_correlation,True
1,E56,15.09970576972703,227.22983664889517,0.4958476728891489,0.8247004702694787,,False
1,E57,14.124212388389447,234.27676424086908,0.5666438937133872,0.8551491004211795,,False
1,E58,12.647534740580046,248.07741935863257,0.6356008619784036,0.9005099028420095,,False
1,E59,10.45450663808201,209.07927375495322,0.6167877778010621,0.89166743661737,,False
1,E60,8.246505291216224,85.7279243323715,0.08735708259414648,0.27313877436204115,neighbor_correlation,True
