trial,strategy,components,max_aux_correlation,relative_rms_change,delta_retention,theta_retention,alpha_retention,beta_retention,gamma_retention
1,no_removal,,0.2034161204544313,1.9849632323535843e-15,0.9999999999999976,0.9999999999999997,0.9999999999999987,1.0,0.9999999999999968
1,physiological_only,,0.2034161204544313,1.9849632323535843e-15,0.9999999999999976,0.9999999999999997,0.9999999999999987,1.0,0.9999999999999968
1,all_candidates,2;9;16;18;26;33;36;43;44,0.2992069443768883,0.6028962285784413,0.9483192886571064,0.8881534256763328,0.8055961284036068,0.8171189501158508,0.5872332220438468
2,no_removal,,0.1361678064720651,2.075946021324088e-15,1.0000000000000018,1.0000000000000004,1.0000000000000009,0.9999999999999989,1.0000000000000013
2,physiological_only,,0.1361678064720651,2.075946021324088e-15,1.0000000000000018,1.0000000000000004,1.0000000000000009,0.9999999999999989,1.0000000000000013
2,all_candidates,2;9;16;18;26;33;36;43;44,0.24509305558488026,0.7618643771121715,0.9808097840922809,0.857422397405363,0.8466526905855997,0.6201909808266965,0.4453865948830421
3,no_removal,,0.27568705368452207,2.3543128675692806e-15,0.9999999999999996,0.9999999999999978,0.9999999999999968,1.0000000000000007,1.0000000000000007
3,physiological_only,,0.27568705368452207,2.3543128675692806e-15,0.9999999999999996,0.9999999999999978,0.9999999999999968,1.0000000000000007,1.0000000000000007
3,all_candidates,2;9;16;18;26;33;36;43;44,0.24651760853374918,0.2580667873448405,0.9714303562676591,0.9474426377092201,0.8769896604457532,0.8230287769222197,0.7616937616085236
4,no_removal,,0.1733570088068255,2.0404206587715625e-15,1.00000000000001,0.999999999999996,1.0000000000000009,0.999999999999999,0.9999999999999988
4,physiological_only,,0.1733570088068255,2.0404206587715625e-15,1.00000000000001,0.999999999999996,1.0000000000000009,0.999999999999999,0.9999999999999988
4,all_candidates,2;9;16;18;26;33;36;43;44,0.16124937898515432,0.24235260645611995,0.9725646440907575,0.9058310941918555,0.8663509572558797,0.7719564180859767,0.7696910462049572
5,no_removal,,0.274931888898771,2.0876504272735187e-15,1.0000000000000056,1.0000000000000029,1.0000000000000007,1.0000000000000029,0.9999999999999989
5,physiological_only,,0.274931888898771,2.0876504272735187e-15,1.0000000000000056,1.0000000000000029,1.0000000000000007,1.0000000000000029,0.9999999999999989
5,all_candidates,2;9;16;18;26;33;36;43;44,0.27264119932061504,0.16988579833506337,0.9511472017037803,0.8942578385583229,0.913197840490728,0.9252373871271263,0.872904025616772
6,no_removal,,0.3593526674663619,2.1739933755997384e-15,1.0000000000000053,1.0000000000000033,1.0000000000000004,1.000000000000001,1.0000000000000024
6,physiological_only,,0.3593526674663619,2.1739933755997384e-15,1.0000000000000053,1.0000000000000033,1.0000000000000004,1.000000000000001,1.0000000000000024
6,all_candidates,2;9;16;18;26;33;36;43;44,0.3271191129584306,0.16543915349850638,0.993333768826099,0.9443477969245047,0.8937986103435618,0.8946471530053743,0.8934249366456095
7,no_removal,,0.15056585623269203,2.3240507575400692e-15,0.9999999999999988,0.9999999999999976,0.9999999999999983,0.9999999999999994,0.9999999999999984
7,physiological_only,,0.15056585623269203,2.3240507575400692e-15,0.9999999999999988,0.9999999999999976,0.9999999999999983,0.9999999999999994,0.9999999999999984
7,all_candidates,2;9;16;18;26;33;36;43;44,0.1551234898677813,0.3075324932248869,0.9605484664380889,0.888043237793968,0.8719388634218944,0.8603526787879893,0.8090723236706768
8,no_removal,,0.13435979399021278,2.4525920390637865e-15,1.000000000000002,1.0000000000000013,0.999999999999999,1.0,0.9999999999999996
8,physiological_only,,0.13435979399021278,2.4525920390637865e-15,1.000000000000002,1.0000000000000013,0.999999999999999,1.0,0.9999999999999996
8,all_candidates,2;9;16;18;26;33;36;43;44,0.13060823625654638,0.15725906116656505,0.9666288667188399,0.9223702345272683,0.9263334526420036,0.8421785818840736,0.801935063939558
9,no_removal,,0.13374758623818242,2.478563491458402e-15,0.9999999999999992,1.0000000000000058,0.9999999999999992,0.9999999999999996,0.9999999999999979
9,physiological_only,,0.13374758623818242,2.478563491458402e-15,0.9999999999999992,1.0000000000000058,0.9999999999999992,0.9999999999999996,0.9999999999999979
9,all_candidates,2;9;16;18;26;33;36;43;44,0.14158969146008762,0.2749853666276515,0.9663331745535042,0.9691153596480415,0.8956674825468244,0.5911682436132369,0.4766146737952863
10,no_removal,,0.16262890118698783,2.2232381517371618e-15,1.0000000000000107,1.0000000000000053,1.0000000000000002,1.0000000000000004,1.000000000000001
10,physiological_only,,0.16262890118698783,2.2232381517371618e-15,1.0000000000000107,1.0000000000000053,1.0000000000000002,1.0000000000000004,1.000000000000001
10,all_candidates,2;9;16;18;26;33;36;43;44,0.16449922970631295,0.17987329188729295,0.969014875728249,0.9108304969063528,0.9083848287298394,0.7931426592075483,0.6988491340125177
11,no_removal,,0.15897869889318805,2.151242892936426e-15,1.0000000000000002,1.0000000000000018,0.9999999999999998,1.0000000000000007,0.9999999999999987
11,physiological_only,,0.15897869889318805,2.151242892936426e-15,1.0000000000000002,1.0000000000000018,0.9999999999999998,1.0000000000000007,0.9999999999999987
11,all_candidates,2;9;16;18;26;33;36;43;44,0.15897869889318805,0.1401735127466244,1.0925002450155414,1.0262448338387054,0.9732556879272372,0.8753782133940374,0.9041948128873346
