channel,decision,flagged_trials,trial_fraction,independent_metrics,variance_trials,peak_to_peak_trials,global_correlation_trials,neighbor_correlation_trials,median_std_uv,median_peak_to_peak_uv,median_global_correlation,median_neighbor_correlation
E41,pass,0,0.0,0,0,0,0,0,6.715680414644384,52.24385403723804,0.5203084537155098,0.8822539569955432
E42,review,1,0.09090909090909091,2,0,0,1,1,5.7637802859282825,53.537101667772006,0.5066585027928643,0.865720674511178
E43,pass,1,0.09090909090909091,1,0,1,0,0,14.259402228132265,136.62438507695248,0.5055906029924853,0.9055063294034295
E44,pass,0,0.0,0,0,0,0,0,13.357869345961209,139.11156443412256,0.5131348038302488,0.867857027558701
E45,pass,0,0.0,0,0,0,0,0,6.8427632498981925,67.09777690327593,0.580223570340663,0.9114141806617342
E46,pass,0,0.0,0,0,0,0,0,6.834406919590322,55.86562517132269,0.5699670085229908,0.9253380989457967
E47,pass,1,0.09090909090909091,1,0,0,0,1,6.148315303307085,64.31339615235983,0.5403286321153565,0.902233860897049
E48,review,2,0.18181818181818182,3,1,1,0,1,14.456438453676634,158.70627230269992,0.5042048883547364,0.8214476505799977
E49,review,2,0.18181818181818182,3,1,1,0,2,13.606078359459156,129.39444797003847,0.5412427539556857,0.807905113277386
E50,pass,0,0.0,0,0,0,0,0,7.941793180584201,77.81188125021168,0.5939183430444208,0.9236848283667134
E51,pass,0,0.0,0,0,0,0,0,7.160958535149746,71.51830105215609,0.588134931510629,0.9262777609776416
E52,pass,0,0.0,0,0,0,0,0,6.606054464961775,67.20989921089704,0.5375399439726557,0.913393717459277
E53,pass,0,0.0,0,0,0,0,0,5.925862827525069,58.514413935191016,0.46880010152412854,0.9301118359096474
E54,pass,1,0.09090909090909091,1,0,0,0,1,5.524669526772733,59.23212491918247,0.49006127587227816,0.8604243010174797
E55,review,10,0.9090909090909091,1,0,0,0,10,5.737249094714815,55.99127747906438,0.14015381348912967,0.36047549805354273
E56,pass,0,0.0,0,0,0,0,0,10.257220619935808,111.19082283964329,0.6108355743506436,0.8989512046730872
E57,pass,0,0.0,0,0,0,0,0,9.30238086253012,104.91606074794635,0.603951964908991,0.9260933633859185
E58,pass,0,0.0,0,0,0,0,0,7.343037049717918,78.04191197116555,0.618379407258365,0.9347541549347693
E59,review,1,0.09090909090909091,2,0,0,1,1,7.831688478811893,66.46504461540931,0.4956407296934545,0.9146652136206929
E60,pass,0,0.0,0,0,0,0,0,6.932965331858939,64.78927811236296,0.48230860865615827,0.9368426289024282
E61,pass,0,0.0,0,0,0,0,0,5.7560412207880525,59.72200552414787,0.5114908558074657,0.9379419757312216
E62,pass,0,0.0,0,0,0,0,0,6.933437756844765,64.31438743532252,0.41987949478936837,0.8871668220273567
E63,pass,0,0.0,0,0,0,0,0,11.406785978671317,132.73691966315968,0.6126090315731806,0.9110426242438749
E64,pass,1,0.09090909090909091,1,0,0,0,1,9.85508751049132,112.40469608066603,0.6188095402383212,0.9442704192291391
E65,pass,0,0.0,0,0,0,0,0,9.254496177656172,93.9633657910694,0.5886977750636163,0.9488709545407161
E66,pass,0,0.0,0,0,0,0,0,8.343774224821988,77.88411102397465,0.5364871362855027,0.9553972355778034
E67,pass,0,0.0,0,0,0,0,0,7.445661990833768,63.85923620462303,0.4821121768257793,0.9347186989802154
E68,pass,0,0.0,0,0,0,0,0,10.467266012658966,120.27379652618879,0.6275132229713521,0.9257307394932568
E69,review,1,0.09090909090909091,2,0,0,1,1,10.125862333277837,118.93801237679001,0.6069841822046619,0.9536993638480383
E70,pass,0,0.0,0,0,0,0,0,8.619795643375072,79.67676224552645,0.5597019376378652,0.9709794731408738
E71,pass,0,0.0,0,0,0,0,0,8.28809321016155,75.6368277278369,0.4746000691431246,0.9550866931700008
E72,pass,0,0.0,0,0,0,0,0,7.312429312293792,70.94608746521257,0.4814429630416175,0.9158829186486215
E73,pass,0,0.0,0,0,0,0,0,8.706350442577351,90.97116241614049,0.5733279987273848,0.9232246222147109
E74,pass,0,0.0,0,0,0,0,0,8.379976383167563,85.6438614400096,0.5550525227276947,0.949183235071728
E75,pass,0,0.0,0,0,0,0,0,8.486565955452868,80.64968032218171,0.5355058977851511,0.958439214827371
E76,pass,0,0.0,0,0,0,0,0,7.835750088561713,85.373104750205,0.4705655353508242,0.9077560101125071
E77,pass,0,0.0,0,0,0,0,0,7.269126658761004,80.27471803740211,0.46399601641573535,0.9017179806979805
E78,pass,0,0.0,0,0,0,0,0,7.310529423522919,86.87880993336383,0.3498632382889241,0.821010765689413
E79,pass,1,0.09090909090909091,1,0,0,0,1,6.185728567035606,68.89646568390468,0.3845342286295806,0.757715662078736
E80,review,7,0.6363636363636364,1,0,0,0,7,3.7587823547017627,34.317059052733384,0.41968044166905927,0.5999765610366288
E81,pass,0,0.0,0,0,0,0,0,8.183495271103277,88.59419392256369,0.5593642930562408,0.9348736479156243
E82,pass,0,0.0,0,0,0,0,0,7.9748262116573105,86.02466478488093,0.5620230667259569,0.9423294814969915
E83,pass,0,0.0,0,0,0,0,0,10.194716380002554,86.27790931658677,0.5164305219552056,0.92342586597487
E84,pass,0,0.0,0,0,0,0,0,7.474768350362594,69.10994727641841,0.5438886524638721,0.9406182197681185
E85,pass,0,0.0,0,0,0,0,0,6.465499892664857,65.2839542628703,0.5412162219537315,0.9385727038922993
E86,pass,0,0.0,0,0,0,0,0,5.659903615501272,53.375241907490356,0.5370829599379836,0.9023716140770766
E87,review,3,0.2727272727272727,1,0,0,0,3,4.737976894586549,48.32342897141156,0.4608819111398582,0.8267366787663356
E88,pass,1,0.09090909090909091,1,0,0,0,1,9.021135632476136,91.99112507655987,0.6138226342563379,0.9487773143610085
E89,pass,0,0.0,0,0,0,0,0,9.749326307234979,109.98007407900658,0.6363500470493687,0.9358742009990083
E90,pass,0,0.0,0,0,0,0,0,7.243148594900779,71.23767394694478,0.6087244429642622,0.9331795068258331
E91,pass,0,0.0,0,0,0,0,0,7.125467832239159,70.13919113566018,0.5951305150486986,0.9668671853920474
E92,pass,0,0.0,0,0,0,0,0,6.982098036512377,65.63980723946466,0.5485643317596998,0.941466807434495
E93,pass,0,0.0,0,0,0,0,0,6.472984746351019,65.15776855796018,0.6523010793604441,0.9250398072024444
E94,pass,0,0.0,0,0,0,0,0,10.189345739156304,109.10169849173039,0.6426361251554359,0.932083181970616
E95,pass,0,0.0,0,0,0,0,0,8.25476175394501,82.42682357591099,0.6421858821104139,0.9393925562693131
E96,pass,0,0.0,0,0,0,0,0,7.547667412269732,75.23303055982367,0.6616614977190375,0.963356320574926
E97,pass,0,0.0,0,0,0,0,0,6.828859832714858,71.95117050691275,0.6317097933036598,0.9655210952775474
E98,pass,0,0.0,0,0,0,0,0,6.6575353735583285,72.29912913729584,0.6563046942921952,0.9483370314491912
E99,pass,0,0.0,0,0,0,0,0,8.58847710940663,82.04945229620127,0.6492819601741041,0.9211628271288015
E100,pass,0,0.0,0,0,0,0,0,8.856569734884456,85.69200897545933,0.6301014061692028,0.9580615672680921
E101,pass,0,0.0,0,0,0,0,0,7.8257032080076865,77.0128026987638,0.6291954568152976,0.9585952972636096
E102,pass,0,0.0,0,0,0,0,0,6.887850538934155,63.614092662058816,0.5896092542607118,0.9687290994618751
E103,pass,0,0.0,0,0,0,0,0,6.416964741261314,57.34619166732679,0.5719044325240863,0.9394083583595418
E104,pass,0,0.0,0,0,0,0,0,5.384259923564777,53.222194120376244,0.44260169468570754,0.8497308018195293
E105,pass,0,0.0,0,0,0,0,0,5.122746656181601,49.527549520921866,0.413936497292903,0.8264618519400773
E106,review,7,0.6363636363636364,1,0,0,0,7,4.641506387055781,46.779983825778686,0.3245618578232482,0.6634400706384297
E107,review,5,0.45454545454545453,2,0,1,0,5,16.429705747816808,179.2090437577075,0.440759484819824,0.7044259741491092
E108,pass,0,0.0,0,0,0,0,0,8.628551274105536,88.10683560309948,0.5561728596242345,0.9513260848753136
E109,pass,0,0.0,0,0,0,0,0,8.347770891846581,94.89962187933983,0.49894129909361756,0.959205990378561
E110,pass,0,0.0,0,0,0,0,0,7.279637232934999,79.1781290741134,0.4591628682133603,0.9209387973899991
E111,pass,0,0.0,0,0,0,0,0,7.451761953540358,80.19906719379433,0.41080219510862254,0.8991629547980718
E112,pass,0,0.0,0,0,0,0,0,7.333847866130519,87.49001710320508,0.42976419446672304,0.8007170167171198
E113,pass,2,0.18181818181818182,1,0,0,0,2,12.958954824825762,144.9663577590774,0.4993494112394066,0.8003042916567373
E114,pass,1,0.09090909090909091,1,0,0,0,1,15.427231129223918,147.80051566670835,0.44694954655484365,0.8134102986164347
E115,pass,2,0.18181818181818182,1,0,0,0,2,11.316648526681345,139.83436993807743,0.4949302457750922,0.8422307941350923
E116,pass,0,0.0,0,0,0,0,0,10.246159251034705,126.29195146077579,0.4830820061559972,0.8907309655599112
E117,pass,0,0.0,0,0,0,0,0,8.968134606614349,120.20975181962035,0.49249290110122285,0.8912302453998531
E118,review,1,0.09090909090909091,2,0,0,1,1,10.077762968655374,102.00786249631088,0.27612813033126626,0.8796234724702839
E119,review,5,0.45454545454545453,3,2,2,0,5,15.429682679031705,192.4782081784477,0.4628699186672883,0.8042559726021004
E120,pass,2,0.18181818181818182,1,0,0,0,2,13.89786719118613,150.54596654715021,0.5031549087109657,0.8655432886765184
E121,pass,0,0.0,0,0,0,0,0,17.105563864344727,166.94827883257182,0.35441202892946955,0.8437640522039638
E122,review,3,0.2727272727272727,1,0,0,0,3,12.777612645382447,159.47240000103702,0.3667794998111659,0.740859416576041
E123,pass,0,0.0,0,0,0,0,0,10.563701427693092,114.40037281978053,0.3693856739807088,0.885814035952027
E124,pass,0,0.0,0,0,0,0,0,10.683864570782253,113.41185362508588,0.2765316959550248,0.9352011389194417
E125,review,3,0.2727272727272727,3,3,2,0,2,22.30671385173049,262.9350012884096,0.3762384840005408,0.8454407170305571
E126,review,5,0.45454545454545453,3,3,3,0,5,18.408894991406523,240.57461018506385,0.43205726908264036,0.7933736479778997
E127,bad,6,0.5454545454545454,3,4,5,0,4,20.845902756651334,276.7407532930116,0.44471222213121975,0.8297636557341785
E128,pass,0,0.0,0,0,0,0,0,16.831995129744676,145.20244077084539,0.43606731306637553,0.907058487613801
